Depth,AC,DEN,CN,LLD,GR,Pp
2376.375,94.711,2.316,25.176,1.922,71.425,24.72371038
2376.5,91.421,2.326,24.811,1.972,69.062,22.96521211
2376.625,88.815,2.333,24.712,2.038,66.939,21.45612017
2376.75,87.986,2.337,24.591,2.049,64.452,20.95416323
2376.875,88.144,2.336,24.12,2.037,62.986,21.05367029
2377,88.453,2.332,23.555,2.005,62.889,21.24468436
2377.125,88.856,2.327,22.964,1.988,63.336,21.49060565
2377.25,89.433,2.322,22.497,1.959,64.59,21.8368866
2377.375,90.231,2.322,22.761,1.935,66.063,22.30582885
2377.5,91.436,2.324,23.425,1.929,67.097,22.99347158
2377.625,93.735,2.325,24.288,1.937,68.246,24.24243111
2377.75,95.825,2.326,25.572,1.981,70.344,25.31360186
2377.875,96.47,2.327,26.628,2.017,72.713,25.63427688
2378,96.216,2.332,27.128,2.114,74.156,25.51214649
2378.125,94.106,2.34,27.454,2.165,75.154,24.44649085
2378.25,91.076,2.351,27.556,2.253,75.624,22.80603442
2378.375,89.21,2.354,27.295,2.321,75.498,21.72684918
2378.5,87.961,2.348,26.937,2.356,75.611,20.97311228
2378.625,87.461,2.34,26.49,2.437,76.139,20.6652552
2378.75,87.492,2.334,25.71,2.528,77.3,20.68707307
2378.875,87.157,2.339,24.89,2.572,77.813,20.47930123
2379,86.4,2.351,24.411,2.636,77.288,19.99918431
2379.125,85.118,2.367,24.087,2.64,76.287,19.1598262
2379.375,85.288,2.399,24.231,2.519,73.18,19.278131
2379.5,86.457,2.394,24.417,2.391,72.276,20.04564839
2379.625,88.305,2.38,24.51,2.32,71.128,21.20617269
2379.75,89.467,2.348,24.447,2.178,68.96,21.90632647
2379.875,89.728,2.315,24.34,2.108,66.748,22.06240701
2380,89.784,2.295,24.309,1.968,65.661,22.09769198
2380.125,89.828,2.28,24.271,1.821,65.082,22.12591049
2380.25,90.034,2.265,24.085,1.746,64.746,22.24850857
2380.375,90.292,2.256,23.814,1.605,64.256,22.40046811
2380.5,90.639,2.25,23.718,1.493,63.418,22.60232371
2380.625,91.445,2.245,23.796,1.453,62.18,23.0606356
2380.75,92.469,2.237,24.247,1.403,59.977,23.62796328
2380.875,92.919,2.234,24.809,1.39,58.125,23.87376974
2381,92.885,2.238,25.104,1.392,57.811,23.85798756
2381.125,92.069,2.248,25.347,1.402,58.64,23.41666633
2381.25,91.474,2.267,25.808,1.406,62.463,23.0892835
2381.375,91.986,2.285,26.414,1.421,68.175,23.37595351
2381.5,93.337,2.292,26.796,1.47,71.978,24.10966627
2381.625,95.682,2.294,27.052,1.515,74.921,25.32044546
2381.75,96.141,2.299,27.195,1.653,77.174,25.55087498
2381.875,94.255,2.314,27.273,1.852,77.861,24.59914953
2382,91.076,2.334,27.362,1.969,77.771,22.88052007
2382.125,86.126,2.357,27.433,2.211,77.425,19.88284751
2383.25,85.463,2.287,22.941,2.591,69.153,19.46971765
2383.375,85.897,2.26,22.685,2.493,68.881,19.75791103
2383.5,85.767,2.253,22.477,2.313,67.204,19.6751304
2383.625,85.386,2.253,22.283,2.126,64.679,19.42593773
2383.75,85.758,2.255,22.202,2.031,60.834,19.67409181
2383.875,86.637,2.252,22.407,1.858,58.139,20.24669417
2384,87.59,2.246,22.64,1.718,57.183,20.85119584
2384.125,88.203,2.239,22.816,1.661,56.66,21.23234107
2384.25,87.952,2.23,22.851,1.578,56.503,21.08053736
2384.375,87.7,2.224,22.758,1.524,56.716,20.92700332
2384.5,87.771,2.222,22.747,1.5,56.894,20.97352324
2384.625,88.415,2.221,22.865,1.446,57.113,21.37163089
2384.75,88.99,2.221,23.266,1.416,57.913,21.72132
2384.875,89.014,2.221,23.642,1.356,59.157,21.7381592
2385,88.808,2.22,23.67,1.309,59.906,21.61695567
2385.125,88.715,2.22,23.464,1.293,60.232,21.56335357
2385.25,89.287,2.22,22.897,1.275,59.56,21.90836569
2385.375,89.973,2.222,22.431,1.273,58.093,22.31449178
2385.5,90.573,2.226,22.364,1.276,57.1,22.66377012
2385.625,90.854,2.231,22.472,1.283,56.457,22.82670687
2385.75,90.536,2.24,22.67,1.29,56.216,22.64751431
2385.875,90.112,2.246,22.621,1.294,56.492,22.40526035
2386,89.649,2.248,22.41,1.304,56.958,22.13717828
2386.125,88.925,2.248,22.162,1.312,57.691,21.70949483
2386.625,87.612,2.244,22.215,1.369,62.657,20.91646918
2386.75,88.535,2.248,22.682,1.38,63.226,21.48645494
2386.875,89.697,2.256,23.313,1.389,64.154,22.18271736
2387,91.15,2.265,23.873,1.416,65.58,23.02175559
2387.125,93.504,2.278,24.52,1.458,67.853,24.31097938
2387.25,95.49,2.3,25.521,1.482,72.459,25.33775199
2387.375,96.08,2.319,26.383,1.533,76.944,25.63439798
2387.5,95.823,2.326,26.807,1.584,78.776,25.5093621
2387.625,94.064,2.328,27.167,1.608,79.252,24.6153166
2387.75,92.099,2.325,27.741,1.656,77.884,23.56536106
2387.875,91.586,2.32,28.285,1.679,76.46,23.28376922
2388,92.126,2.317,28.471,1.724,76.74,23.58519731
2388.125,94.456,2.314,28.492,1.762,78.008,24.82880064
2388.25,96.879,2.311,28.54,1.774,79.98,26.04332034
2389.375,95.859,2.295,28.071,2.15,75.802,25.56517988
2389.5,91.913,2.309,26.97,2.215,72.237,23.49775792
2389.625,87.258,2.32,25.877,2.238,68.487,20.75372382
2390.125,85.344,2.303,23.512,2.125,57.604,19.52464287
2390.25,86.901,2.286,23.577,1.986,57.799,20.5400875
2390.375,87.97,2.27,23.679,1.909,58.487,21.2121966
2390.5,88.906,2.261,23.735,1.757,58.718,21.78452557
2390.625,89.865,2.254,23.784,1.619,58.572,22.35552537
2390.75,90.622,2.245,23.886,1.56,58.148,22.79618944
2390.875,91.235,2.237,24.051,1.464,58.082,23.14686373
2391,91.947,2.233,24.203,1.426,58.223,23.54651044
2391.125,92.849,2.229,24.377,1.365,58.078,24.04124501
2391.25,93.254,2.223,24.663,1.319,56.69,24.26090266
2391.375,93.218,2.218,24.928,1.301,54.359,24.24420379
2391.5,93.122,2.217,24.999,1.27,52.945,24.19540109
2391.625,93.248,2.217,24.897,1.246,52.267,24.26522805
2391.75,93.5,2.219,24.415,1.238,52.931,24.40169752
2391.875,93.429,2.222,23.889,1.231,54.612,24.36655606
2392,93.042,2.225,23.751,1.239,55.927,24.16256885
2392.125,92.11,2.227,23.853,1.249,57.27,23.65884763
2392.25,91.217,2.229,24.233,1.28,59.39,23.16413444
2392.375,90.856,2.232,24.392,1.3,61.843,22.96214998
2392.5,90.683,2.236,24.172,1.344,63.807,22.86592596
2392.625,90.583,2.242,23.794,1.387,65.804,22.81113837
2392.75,90.522,2.254,23.399,1.404,68.078,22.77860934
2392.875,90.512,2.267,23.471,1.43,69.08,22.77535018
2393,90.518,2.272,23.779,1.45,68.886,22.78128503
2393.125,90.551,2.273,24.126,1.462,68.225,22.80272568
2393.25,90.6,2.267,24.478,1.491,66.716,22.83332489
2393.375,90.577,2.256,24.627,1.526,65.245,22.82262208
2393.5,90.481,2.252,24.663,1.543,64.513,22.76996144
2393.625,90.349,2.254,24.713,1.566,64.162,22.696379
2393.75,90.367,2.266,24.879,1.564,64.856,22.70925471
2393.875,90.584,2.284,25.163,1.555,66.712,22.83658971
2394,90.995,2.293,25.413,1.535,68.139,23.07350797
2394.125,91.82,2.297,25.658,1.526,69.036,23.53867463
2394.25,92.693,2.29,25.902,1.511,68.639,24.01958976
2394.375,93.336,2.277,26.025,1.491,66.75,24.36733351
2394.5,94.062,2.267,26.068,1.477,65.098,24.75257386
2394.625,94.879,2.256,26.097,1.449,63.638,25.1770618
2394.75,94.935,2.242,26.075,1.429,62.097,25.20817657
2394.875,94.352,2.234,25.946,1.422,61.376,24.91095676
2395,93.401,2.236,25.8,1.417,61.701,24.41446162
2395.125,91.811,2.243,25.647,1.42,62.709,23.55367511
2395.25,90.54,2.261,25.504,1.425,65.007,22.83870673
2395.375,89.905,2.276,25.559,1.447,67.082,22.4732172
2395.5,89.344,2.281,25.773,1.482,67.916,22.14515121
2395.625,88.759,2.284,26.089,1.5,68.409,21.79736204
2395.75,88.748,2.288,26.525,1.52,68.707,21.793194
2395.875,89.3,2.293,26.67,1.516,68.384,22.12644126
2396,90.227,2.293,26.503,1.481,67.315,22.6730554
2396.125,91.932,2.287,26.185,1.423,65.393,23.64069167
2396.25,93.447,2.266,25.654,1.391,61.574,24.46401914
2396.375,94.137,2.24,25.303,1.334,58.022,24.82946192
2396.5,94.529,2.227,25.243,1.292,56.468,25.03522342
2396.625,94.42,2.22,25.255,1.277,55.765,24.98144208
2396.75,93.695,2.223,25.193,1.258,56.564,24.60529193
2396.875,92.987,2.234,24.921,1.257,58.923,24.23087279
2397,92.265,2.245,24.665,1.267,61.178,23.8415275
2397.125,91.527,2.257,24.492,1.306,63.662,23.43548424
2397.25,91.332,2.274,24.608,1.335,66.75,23.32865159
2397.375,91.405,2.291,25.019,1.408,68.199,23.3721464
2397.5,91.454,2.3,25.263,1.48,68.109,23.40211765
2397.625,91.481,2.307,25.316,1.508,67.732,23.41973876
2397.75,91.6,2.314,25.056,1.529,67.462,23.48875885
2397.875,91.874,2.313,24.817,1.513,67.341,23.64360972
2398,92.314,2.305,24.906,1.497,66.683,23.88840416
2398.125,93.085,2.291,25.232,1.461,64.962,24.30858661
2398.25,93.482,2.266,26.011,1.427,60.407,24.52281558
2398.375,93.258,2.245,26.815,1.41,55.534,24.40614802
2398.5,92.759,2.239,27.218,1.375,53.189,24.14056758
2398.625,91.819,2.24,27.465,1.347,51.845,23.62812842
2398.75,91.057,2.249,27.513,1.339,51.693,23.20341189
2398.875,90.802,2.262,27.246,1.342,53.182,23.0609347
2399,90.658,2.272,26.861,1.354,55.225,22.98110945
2399.125,90.458,2.284,26.355,1.398,57.982,22.86872476
2399.25,90.317,2.304,25.542,1.455,62.832,22.78984363
2399.375,90.42,2.322,24.924,1.484,67.067,22.85180738
2399.5,90.732,2.328,24.764,1.549,68.53,23.03342572
2399.625,91.421,2.33,24.786,1.625,68.597,23.42609269
2399.75,92.081,2.327,24.933,1.665,66.885,23.79551655
2399.875,92.403,2.327,24.933,1.737,65.14,23.97466332
2400,92.598,2.331,24.793,1.792,64.98,24.08339884
2400.125,92.644,2.337,24.632,1.816,65.751,24.11088571
2400.25,92.25,2.346,24.554,1.868,67.555,23.89844178
2400.375,91.534,2.352,24.713,1.898,68.733,23.50438534
2400.5,90.495,2.355,24.918,1.967,68.861,22.91743229
2400.625,88.729,2.359,25.124,2.047,68.81,21.87824724
2400.75,87.26,2.369,25.386,2.09,69.242,20.97388588
2400.875,86.705,2.382,25.623,2.177,70.258,20.62371183
2401,86.513,2.392,25.757,2.26,71.033,20.50285717
2401.125,86.649,2.402,25.827,2.3,71.575,20.59273285
2401.25,86.779,2.414,25.711,2.383,71.962,20.67843436
2401.375,86.691,2.423,25.35,2.453,72.246,20.62457801
2401.5,86.474,2.427,24.988,2.479,72.411,20.48755226
2401.625,86.171,2.43,24.628,2.509,72.571,20.29377176
2401.75,86.076,2.433,24.313,2.518,72.675,20.23434263
2401.875,86.142,2.435,24.313,2.517,72.669,20.27980727
2402,86.21,2.434,24.45,2.506,72.76,20.32649056
2402.125,86.268,2.431,24.566,2.498,72.879,20.36660199
2402.25,86.309,2.428,24.446,2.479,72.678,20.395639
2402.375,86.341,2.425,23.977,2.455,71.945,20.41881989
2402.5,86.391,2.424,23.579,2.44,71.382,20.45362103
2402.625,86.447,2.424,23.287,2.402,71.021,20.49224912
2402.75,86.41,2.423,23.225,2.365,71.012,20.47081401
2402.875,86.358,2.422,23.498,2.35,71.416,20.43964868
2403,86.457,2.422,23.837,2.326,71.8,20.50607517
2403.125,87.361,2.423,24.275,2.307,72.196,21.08430059
2403.25,89.15,2.425,25.09,2.299,72.8,22.18337342
2403.375,90.657,2.426,25.921,2.296,73.408,23.0678231
2403.5,91.896,2.427,26.312,2.303,73.788,23.76846344
2403.625,92.555,2.426,26.456,2.338,74.286,24.13280771
2403.75,92.037,2.425,26.179,2.405,75.481,23.85144014
2403.875,91.211,2.424,25.56,2.454,76.621,23.39291489
2404,90.178,2.424,24.991,2.586,76.977,22.80394032
2404.125,88.09,2.425,24.285,2.757,76.835,21.55766028
2404.25,85.379,2.43,22.912,2.849,75.616,19.82399266
2405.25,90.392,2.338,23.119,2.515,66.406,22.95280144
2405.375,91.947,2.296,24.195,2.275,62.315,23.83429832
2405.5,92.789,2.277,24.626,2.048,60.116,24.29744953
2405.625,93.011,2.266,24.964,1.945,58.702,24.4196832
2405.75,92.683,2.261,25.599,1.775,58.107,24.24506087
2405.875,92.314,2.261,26.462,1.659,58.378,24.04640822
2406,91.91,2.261,27.057,1.622,58.76,23.82635077
2406.125,91.22,2.26,27.475,1.581,59.224,23.44301607
2406.25,90.411,2.257,27.487,1.573,59.872,22.98372982
2406.375,89.883,2.255,26.932,1.576,60.222,22.67921753
2406.5,89.502,2.255,26.413,1.589,60.225,22.45735553
2406.625,89.32,2.257,25.986,1.607,60.001,22.35182555
2406.75,89.433,2.26,25.737,1.617,59.245,22.42144355
2406.875,89.564,2.265,25.864,1.635,58.874,22.50149234
2407,89.634,2.269,26.081,1.641,59.305,22.54531044
2407.125,89.596,2.274,26.272,1.641,60.142,22.52537344
2407.25,89.551,2.28,26.323,1.624,61.337,22.50127389
2407.375,89.624,2.282,26.093,1.609,61.702,22.54687911
2407.5,89.805,2.28,25.805,1.565,61.089,22.65589751
2407.625,90.325,2.277,25.463,1.504,59.884,22.96147726
2407.75,91.098,2.267,24.91,1.471,57.623,23.40655367
2407.875,91.743,2.256,24.391,1.402,55.503,23.77123404
2408,92.393,2.248,24.142,1.337,54.318,24.13234913
2408.125,93.197,2.239,24.03,1.308,53.466,24.56980537
2408.25,93.736,2.229,24.215,1.262,53.165,24.85870057
2408.375,93.929,2.223,24.724,1.247,53.691,24.96277014
2408.5,94.031,2.222,25.196,1.24,54.342,25.01875236
2408.625,93.959,2.224,25.677,1.265,55.12,24.98355809
2408.75,93.668,2.235,26.229,1.29,56.812,24.83289037
2408.875,93.403,2.255,26.476,1.363,59.709,24.69486703
2409,93.159,2.275,26.394,1.463,62.905,24.56709308
2409.125,92.809,2.296,26.161,1.521,66.892,24.38121443
2409.25,92.24,2.326,25.717,1.655,72.72,24.07362577
2409.375,91.545,2.351,25.38,1.814,76.732,23.69080801
2409.5,90.602,2.363,25.285,1.903,77.737,23.15863462
2409.625,89.052,2.372,25.264,2.082,77.74,22.25140189
2409.75,87.808,2.382,25.294,2.231,76.787,21.49459262
2409.875,87.349,2.388,25.378,2.285,75.469,21.21006404
2410,87.16,2.389,25.534,2.35,74.297,21.09325633
2410.125,87.284,2.389,25.819,2.365,72.859,21.17405692
2410.25,87.808,2.386,26.396,2.371,70.611,21.50449415
2410.375,88.359,2.383,26.817,2.36,69.151,21.84660357
2410.5,88.937,2.382,26.83,2.351,69.04,22.19972139
2410.625,89.54,2.382,26.649,2.334,69.391,22.56199456
2410.75,89.676,2.383,26.26,2.324,70.13,22.64479765
2410.875,89.587,2.384,26.013,2.322,70.803,22.59476651
2411,89.58,2.385,25.992,2.324,71.248,22.59312149
2411.125,89.703,2.387,26.044,2.34,71.78,22.66818359
2411.25,89.67,2.392,26.292,2.353,72.817,22.6512304
2411.375,89.501,2.396,26.853,2.38,74.058,22.55385355
2411.5,89.311,2.397,27.453,2.39,74.819,22.44349945
2411.625,89,2.397,28.076,2.408,75.343,22.25997577
2411.75,88.551,2.394,28.583,2.421,75.503,21.99102148
2411.875,88.129,2.391,28.416,2.423,74.903,21.73522681
2412,87.688,2.389,27.96,2.417,74.025,21.46447139
2412.125,87.374,2.387,27.461,2.412,73.134,21.27029253
2412.25,87.716,2.383,26.962,2.41,72.622,21.48687397
2412.375,88.131,2.378,26.767,2.393,73.113,21.74637735
2412.5,88.257,2.374,26.741,2.349,73.756,21.82629808
2412.625,87.583,2.367,26.692,2.32,74.086,21.41128331
2412.75,86.483,2.352,26.428,2.254,72.933,20.714856
2412.875,85.923,2.334,25.894,2.184,69.962,20.35290017
2413,85.723,2.325,25.373,2.151,67.305,20.22376433
2413.125,85.978,2.321,24.823,2.092,64.807,20.3938759
2413.25,86.38,2.326,24.248,2.066,62.447,20.65813063
2413.375,86.609,2.336,24.098,2.021,62.243,20.80837181
2413.5,86.877,2.343,24.234,1.986,63.817,20.98254904
2413.625,87.595,2.345,24.419,1.974,66.39,21.43859254
2413.75,88.521,2.339,24.6,1.968,70.643,22.01250129
2413.875,88.975,2.327,24.709,1.988,73.476,22.28972983
2414,89.114,2.319,24.824,2.006,73.624,22.37563798
2414.125,88.791,2.315,24.974,2.053,72.615,22.18377687
2414.25,88.272,2.326,25.022,2.103,70.407,21.87024595
2414.375,88.019,2.353,24.726,2.126,69.34,21.71698459
2414.5,87.906,2.38,24.397,2.168,70.018,21.64954032
2414.625,88.058,2.405,24.152,2.19,71.519,21.7460272
2414.75,88.354,2.433,24.264,2.251,74.344,21.93041822
2414.875,88.512,2.444,24.924,2.34,76.601,22.02938172
2415,88.605,2.444,25.579,2.388,77.102,22.08845542
2415.125,88.578,2.441,26.183,2.463,76.76,22.07452762
2415.25,88.448,2.434,26.594,2.491,75.547,21.99780728
2415.375,88.371,2.427,26.437,2.487,74.93,21.95323959
2415.5,88.334,2.424,26.143,2.455,75.217,21.93307741
2415.625,88.443,2.422,25.929,2.42,75.882,22.00220981
2415.75,88.788,2.423,26.04,2.416,76.98,22.21430182
2415.875,89.181,2.428,26.488,2.436,77.775,22.45309576
2416,89.637,2.433,26.758,2.474,78.232,22.72653587
2416.125,90.12,2.439,26.811,2.491,78.777,23.01229406
2416.25,89.982,2.451,26.386,2.524,79.359,22.93424833
2416.375,89.374,2.463,25.758,2.537,79.016,22.57816747
2416.5,88.615,2.47,25.53,2.54,78.098,22.12437102
2416.625,88.028,2.475,25.64,2.519,77.088,21.76720753
2416.75,88.381,2.476,26.484,2.516,76.481,21.98668907
2416.875,89.051,2.469,27.599,2.545,77.327,22.39514382
2417,89.693,2.463,28.063,2.603,78.843,22.77954422
2417.125,89.832,2.457,28.009,2.633,80.809,22.86383184
2417.625,85.447,2.457,25.009,2.524,81.465,20.13182113
2417.75,86.161,2.452,25.524,2.421,78.611,20.60460545
2417.875,87.972,2.443,26.557,2.382,77.128,21.75740366
2418,90.442,2.436,27.491,2.327,77.448,23.23658275
2418.125,94.095,2.429,28.513,2.309,78.327,25.24698011
2418.25,96.672,2.424,29.874,2.287,79.234,26.55276797
2418.625,96.344,2.428,30.25,2.229,77.597,26.3993689
2418.75,94.059,2.431,29.427,2.215,76.792,25.2408026
2418.875,91.903,2.431,28.578,2.207,76.418,24.08118571
2419,89.679,2.429,28.065,2.18,76.2,22.81124622
2419.125,87.601,2.424,27.65,2.153,75.624,21.55138134
2419.25,87.904,2.413,27.46,2.146,74.076,21.74258588
2419.375,89.75,2.4,27.863,2.14,72.892,22.8605854
2419.5,92.332,2.395,28.471,2.138,72.988,24.33044098
2419.625,96.007,2.394,29.148,2.117,73.89,26.25283916
2420.5,96.59,2.436,29.527,1.849,77.836,26.55855795
2420.625,94.196,2.444,29.655,1.844,75.989,25.3504201
2420.75,92.373,2.45,29.689,1.834,73.579,24.37812269
2420.875,92.285,2.445,29.639,1.825,72.002,24.33236568
2421,93.31,2.436,29.687,1.819,71.725,24.89017807
2421.125,96.37,2.425,29.888,1.803,71.969,26.46318664
2429.625,91.007,2.454,29,2.545,64.586,23.79397722
2429.75,89.91,2.463,28.555,2.704,67.134,23.1623976
2429.875,90.484,2.463,28.658,2.876,69.232,23.49909442
2430,91.614,2.459,29.062,2.957,69.821,24.14425818
2430.125,93.539,2.454,29.563,3.074,69.779,25.19708119
2430.25,95.139,2.448,30.093,3.107,69.165,26.03235884
2430.375,95.895,2.445,30.132,3.1,68.783,26.41633159
2430.5,96.533,2.445,29.869,3.071,68.962,26.73497947
2431.375,96.382,2.437,29.962,2.819,70.715,26.67853876
2431.5,95.615,2.439,30.3,2.673,71.56,26.29890721
2431.625,95.416,2.439,30.593,2.527,72.34,26.20104189
2431.75,96.338,2.432,30.957,2.461,72.899,26.6644912
2438.125,95.133,2.376,37.446,1.909,69.355,26.18997122
2438.25,91.454,2.392,36.988,1.978,68.001,24.220973
2438.375,91.446,2.392,35.826,2.029,68.17,24.21899461
2438.5,92.553,2.386,34.667,2.158,69.434,24.83553574
2438.625,93.82,2.381,33.476,2.229,71.011,25.5186855
2438.75,92.854,2.386,32.073,2.33,71.961,25.00440365
2438.875,90.629,2.396,31.182,2.343,70.604,23.76386029
2439,88.085,2.396,30.839,2.331,69.026,22.24820934
2439.125,86.138,2.387,30.597,2.316,67.947,21.01259896
2439.25,87.028,2.359,30.394,2.33,68.118,21.58963828
2439.375,88.88,2.333,30.376,2.341,69.65,22.74183376
2439.5,90.803,2.326,30.441,2.349,70.902,23.87642661
2439.625,92.572,2.33,30.461,2.319,71.948,24.86872645
2439.75,93.14,2.355,30.174,2.289,72.89,25.17912767
2439.875,93.232,2.39,29.437,2.215,73.105,25.23109246
2440,93.442,2.413,28.628,2.181,72.654,25.3459974
2440.125,93.816,2.431,27.643,2.124,71.883,25.54710243
2440.75,90.71,2.476,26.967,1.948,68.328,23.84826471
2440.875,91.337,2.475,28.04,1.889,68.682,24.20804072
2441,92.48,2.471,28.47,1.838,69.66,24.84629921
2441.125,95.094,2.465,28.672,1.816,71.096,26.23135176
2461.875,96.592,2.428,28.684,2.194,76.323,27.40848215
2462,93.892,2.436,28.279,2.21,75.842,26.03383942
2462.125,90.605,2.441,27.97,2.208,75.088,24.22008044
2462.25,89.487,2.439,27.828,2.196,74.106,23.56662064
2462.375,90.634,2.426,28.082,2.158,73.736,24.2418978
2462.5,92.968,2.411,28.536,2.113,73.896,25.54967664
2474.375,96.646,2.388,30.104,2.346,78.582,27.69320887
2474.5,95.938,2.395,30.346,2.339,78.433,27.34405183
2474.625,95.703,2.4,30.768,2.286,78.008,27.22844104
2474.75,96.087,2.404,31.617,2.193,77.244,27.42377907
2474.875,96.462,2.401,32.535,2.137,77.239,27.61275473
2475,96.764,2.397,33.049,2.015,78.33,27.76413856
2477.75,95.757,2.392,30.627,1.896,80.641,27.3201817
2477.875,94.169,2.401,29.858,1.917,80.421,26.50557812
2478,93,2.406,29.622,1.919,80.454,25.88420339
2478.125,92.915,2.408,29.586,1.929,80.774,25.84063139
2478.25,94.248,2.405,29.841,1.935,82.356,26.55476139
2478.375,95.499,2.394,30.279,1.938,84.967,27.20262635
2478.5,96.661,2.386,30.608,1.922,86.734,27.78595367
2479.25,96.197,2.349,28.805,2.03,81.456,27.57166888
2479.375,94.255,2.343,26.421,2.063,77.641,26.581582
2479.5,92.217,2.343,25.147,2.131,74.933,25.48589226
2479.625,89.738,2.348,24.342,2.203,72.68,24.0679217
2479.75,88.349,2.36,24.144,2.238,70.794,23.23074683
2479.875,87.995,2.374,24.774,2.294,70.475,23.01395445
2480,87.821,2.382,25.508,2.311,71.157,22.90786665
2480.125,87.841,2.39,26.233,2.318,72.222,22.9229037
2480.25,88.306,2.396,26.812,2.296,73.636,23.21433966
2480.375,89.075,2.396,26.679,2.28,74.184,23.68640645
2480.5,90.267,2.393,26.321,2.244,74.112,24.39705834
2480.625,92.411,2.388,26.094,2.209,74.261,25.61609023
2480.75,94.055,2.38,26.46,2.198,75.857,26.50472212
2480.875,94.454,2.375,27.407,2.196,78.715,26.71654544
2481,94.348,2.372,28.031,2.217,80.721,26.66374487
2481.125,93.657,2.371,28.318,2.235,82.266,26.30148392
2481.25,92.94,2.371,27.91,2.285,83.582,25.91830333
2481.375,92.456,2.374,27.032,2.315,84.377,25.65623521
2481.5,91.66,2.376,26.499,2.374,84.603,25.21595675
2481.625,89.419,2.379,26.158,2.414,84.237,23.91856779
2481.75,86.558,2.382,25.937,2.424,81.933,22.1382873
2481.875,84.837,2.385,25.708,2.424,77.82,20.99550962
2482,83.585,2.386,25.373,2.4,74.099,20.12761779
2482.75,83.712,2.345,21.19,1.892,62.588,20.23234129
2482.875,84.585,2.332,21.051,1.832,62.249,20.84290191
2483,85.66,2.322,21.117,1.733,61.367,21.57295665
2483.125,87.558,2.311,21.235,1.694,60.043,22.80577254
2483.25,89.435,2.294,21.415,1.638,57.221,23.96115245
2483.375,90.432,2.278,21.576,1.61,53.912,24.5518192
2483.5,91.116,2.269,21.675,1.605,51.94,24.94857643
2483.625,91.582,2.261,21.752,1.607,50.644,25.21549308
2483.75,91.561,2.258,21.77,1.611,50.447,25.2062084
2483.875,91.136,2.264,21.726,1.612,51.697,24.96765153
2484,90.308,2.274,21.706,1.611,53.009,24.49229068
2484.125,88.475,2.286,21.704,1.614,54.351,23.39688919
2484.25,86.708,2.301,21.69,1.618,56.076,22.2857812
2484.375,86.101,2.306,21.618,1.63,57.203,21.89251414
2484.5,86.144,2.302,21.53,1.635,57.298,21.92329555
2484.625,87.117,2.295,21.449,1.635,56.811,22.55614546
2484.75,88.256,2.286,21.462,1.615,55.26,23.27454806
2484.875,88.809,2.282,21.659,1.598,53.702,23.61639394
2485,89.182,2.282,21.825,1.563,53.151,23.84483453
2485.125,89.584,2.284,21.903,1.542,53.091,24.08821488
2485.25,89.935,2.287,21.759,1.541,53.757,24.29884806
2485.375,90.091,2.289,21.459,1.563,54.511,24.39322911
2485.5,90.151,2.29,21.264,1.622,54.588,24.43099183
2485.625,90.087,2.29,21.097,1.667,54.051,24.39597253
2485.75,89.857,2.29,20.742,1.79,52.008,24.26296073
2485.875,89.288,2.294,20.149,1.943,49.567,23.92638539
2486,88.089,2.302,19.657,2.022,48.51,23.19634213
2486.125,85.077,2.316,19.233,2.181,48.343,21.24386693
2487.125,84.564,2.387,22.316,2.547,62.26,20.91349223
2487.25,86.511,2.375,23.345,2.391,62.488,22.21853185
2487.375,87.754,2.375,23.972,2.308,65.519,23.01499909
2487.5,88.881,2.38,24.236,2.147,69.327,23.71347778
2487.625,89.797,2.388,24.479,2.074,73.468,24.26563281
2487.75,89.606,2.392,24.844,1.957,77.475,24.15473231
2487.875,88.983,2.383,25.058,1.878,77.662,23.78299791
2488,88.731,2.367,24.917,1.852,75.325,23.63227387
2488.125,90.016,2.348,24.486,1.828,71.764,24.40515887
2488.25,92.3,2.32,23.449,1.836,65.604,25.71113344
2488.375,93.332,2.304,22.378,1.848,60.17,26.27659105
2488.5,93.106,2.303,21.83,1.884,57.779,26.15722546
2488.625,90.188,2.309,21.449,1.942,56.515,24.51638952
2488.75,86.009,2.326,21.097,1.986,56.416,21.91992976
2488.875,83.473,2.344,20.759,2.118,57.145,20.18519315
2489.625,83.131,2.413,18.73,3.119,56.19,19.95568684
2489.75,86.445,2.43,19.068,3.15,59.775,22.22597092
2489.875,86.413,2.438,19.807,3.158,63.135,22.20762976
2490,84.64,2.44,20.503,3.118,64.57,21.02334071
2490.5,85.924,2.427,24.434,3.059,72.14,21.89899942
2490.625,89.455,2.417,25.537,2.987,75.083,24.12313361
2490.75,91.186,2.406,27.067,2.814,78.494,25.13674299
2490.875,91.103,2.404,27.737,2.696,80.073,25.09191561
2491,90.16,2.41,27.298,2.431,79.84,24.54842475
2491.125,87.475,2.416,26.316,2.299,78.813,22.91510635
2491.25,84.529,2.419,24.521,2.063,76,20.97201346
2491.375,83.22,2.404,23.04,1.878,71.913,20.05444977
2491.625,84.146,2.355,22.125,1.691,64.745,20.71402117
2491.75,86.202,2.317,21.994,1.619,59.732,22.107377
2491.875,87.405,2.288,22.064,1.597,56.013,22.8859514
2492,88.406,2.278,22.219,1.578,54.436,23.51417144
2492.125,90.034,2.273,22.469,1.591,53.424,24.49733202
2492.25,92.048,2.273,23.045,1.607,53.332,25.65333656
2492.375,93.375,2.28,23.729,1.654,55.461,26.3820593
