Depth,AC,DEN,CN,LLD,GR,Pp
2569.125,83.162,2.271,20.913,1.703,53.104,21.58140806
2569.25,83.236,2.273,21.15,1.627,53.454,21.63742701
2569.375,83.437,2.276,21.659,1.593,53.917,21.78461415
2569.5,84.047,2.282,22.622,1.541,54.805,22.22083053
2569.625,84.837,2.287,23.399,1.519,55.925,22.7734642
2569.75,85.781,2.286,23.621,1.518,56.756,23.41677601
2569.875,87.001,2.283,23.587,1.533,57.478,24.22177874
2570,87.586,2.276,23.093,1.566,58.019,24.59924646
2570.125,87.39,2.273,22.266,1.588,58.094,24.47692498
2570.25,86.787,2.274,21.599,1.646,58.039,24.09079848
2570.375,85.44,2.278,20.953,1.684,57.923,23.20020434
2570.5,83.768,2.288,20.162,1.783,57.821,22.04390757
2570.625,82.31,2.303,19.471,1.913,58.275,20.98765326
2572,85.351,2.273,21.399,1.526,54.243,23.17334162
2572.125,87.125,2.254,22.363,1.472,53.545,24.34823989
2572.25,88.128,2.248,22.695,1.393,53.136,24.98763769
2572.375,88.389,2.245,22.695,1.353,52.662,25.15298306
2572.5,87.826,2.245,22.635,1.347,52.04,24.80298255
2572.625,87.132,2.252,21.861,1.355,51.88,24.36307899
2572.75,86.334,2.259,20.869,1.379,52.156,23.84583937
2572.875,85.324,2.266,20.397,1.395,52.551,23.17301389
2573,84.748,2.275,20.176,1.426,52.798,22.78136956
2573.125,84.632,2.28,20.189,1.452,52.937,22.70373174
2573.25,84.622,2.28,20.302,1.46,53.458,22.69936941
2573.375,84.751,2.278,20.392,1.462,54.391,22.79113695
2573.5,85.146,2.272,20.566,1.457,55.914,23.06474697
2573.625,85.735,2.262,21.184,1.436,56.558,23.46569551
2573.75,86.527,2.254,22.125,1.412,55.946,23.99329212
2573.875,87.636,2.246,22.744,1.403,54.527,24.71116774
2574,88.045,2.237,23.113,1.391,51.687,24.97188493
2574.125,87.693,2.234,22.932,1.394,49.423,24.75249773
2574.25,87.044,2.237,22.196,1.402,48.896,24.3399174
2574.375,85.997,2.243,21.632,1.431,49.422,23.65616742
2574.5,85.234,2.254,21.217,1.479,51.896,23.14526299
2574.625,84.972,2.266,20.961,1.508,54.514,22.96884969
2574.75,84.814,2.273,20.895,1.576,55.341,22.86281167
2574.875,84.64,2.278,20.82,1.65,55.231,22.74518635
2575,84.363,2.283,20.674,1.687,54.054,22.55512963
2575.125,83.969,2.286,20.405,1.762,53.101,22.28096762
2575.25,83.335,2.288,20.249,1.8,53.182,21.83135594
2575.375,82.041,2.289,20.309,1.887,53.895,20.88381396
2576.5,81.817,2.328,20.257,2.54,66.68,20.73842053
2576.625,82.057,2.324,20.846,2.54,68.158,20.9212511
2576.75,82.178,2.323,21.467,2.476,68.144,21.01419403
2576.875,82.316,2.324,21.726,2.343,67.223,21.1194342
2577,82.316,2.328,21.812,2.265,64.879,21.12198307
2577.125,82.615,2.329,21.677,2.112,62.984,21.34556734
2577.25,82.966,2.326,21.407,1.983,62.491,21.60505939
2577.375,83.408,2.319,21.197,1.93,62.339,21.92733165
2577.5,84.131,2.306,20.977,1.837,61.851,22.44383736
2577.625,84.69,2.293,20.59,1.754,60.707,22.83626777
2577.75,84.794,2.287,20.128,1.713,59.743,22.91066177
2577.875,84.652,2.283,19.805,1.629,58.911,22.81510507
2578,84.077,2.282,19.531,1.543,58.043,22.41608711
2578.125,83.372,2.283,19.303,1.5,57.469,21.91679784
2578.25,82.997,2.282,19.235,1.426,57.019,21.64806171
2578.375,82.795,2.28,19.228,1.398,56.218,21.50320417
2578.5,82.869,2.27,19.207,1.368,53.987,21.55986568
2578.625,83.399,2.257,19.173,1.384,51.224,21.94644789
2578.75,84.117,2.249,19.235,1.411,49.671,22.45963173
2578.875,84.994,2.243,19.366,1.503,48.719,23.07131021
2579,85.836,2.248,19.48,1.632,48.535,23.64408982
2579.125,85.282,2.268,19.22,1.707,49.232,23.27307509
2579.25,83.551,2.295,18.186,1.875,50.06,22.06826272
2580.5,84.949,2.313,21.174,2.045,62.295,23.0738695
2580.625,86.985,2.29,22.396,1.871,63.602,24.43363232
2580.75,87.549,2.281,23.272,1.754,64.041,24.79827005
2580.875,87.837,2.277,23.698,1.715,64.028,24.98350111
2581,88.14,2.279,23.957,1.666,63.434,25.17663968
2581.125,88.452,2.284,23.902,1.653,63,25.37373857
2581.25,88.667,2.289,23.53,1.659,62.959,25.5093755
2581.375,88.82,2.292,23.283,1.695,63.03,25.60616019
2581.5,88.041,2.294,23.182,1.726,63.072,25.12494307
2581.625,87.314,2.295,23.317,1.811,62.819,24.666256
2581.75,86.421,2.297,23.497,1.913,62.512,24.08892157
2581.875,84.939,2.299,23.479,1.963,62.196,23.09530116
2582,83.428,2.306,23.344,2.046,61.866,22.03641255
2582.125,82.432,2.316,23.562,2.077,61.846,21.3125937
2582.25,81.711,2.323,24.335,2.07,62.122,20.77547217
2582.375,82.659,2.329,25.568,2.029,62.823,21.48518152
2582.5,87.075,2.327,28.194,1.994,65.256,24.53062691
2583.5,90.091,2.285,28.892,2.206,82.428,26.41751857
2583.625,85.638,2.317,28.119,2.235,78.778,23.60664608
2583.75,83.5,2.33,27.619,2.309,76.322,22.12396029
2583.875,83.633,2.337,27.153,2.358,74.603,22.22169348
2584,85.06,2.331,26.937,2.351,74.19,23.22203679
2584.125,86.049,2.317,27.658,2.257,75.501,23.89195317
2584.25,87.127,2.306,28.885,2.101,76.789,24.60043287
2584.375,89.945,2.294,30.549,2.027,77.954,26.3490412
2586.5,92.336,2.366,29.566,1.882,85.804,27.77138478
2586.625,90.335,2.365,29.93,1.818,84.912,26.62702931
2588.625,90.745,2.4,27.99,2.039,89.22,26.90907276
2588.75,86.587,2.407,27.292,2.215,86.192,24.34275661
2588.875,84.27,2.405,26.961,2.301,84.244,22.77515283
2589,84.775,2.396,26.895,2.447,83.445,23.12911507
2589.125,85.913,2.392,26.992,2.537,83.846,23.90466615
2589.25,86.916,2.398,27.003,2.558,84.351,24.56762176
2589.375,87.613,2.407,26.879,2.555,84.881,25.0180157
2589.5,87.621,2.42,26.392,2.538,85.615,25.02570137
2589.625,87.41,2.43,25.701,2.496,86.129,24.89370774
2589.75,87.129,2.432,25.183,2.46,86.298,24.71579353
2589.875,86.569,2.432,24.652,2.444,86.341,24.35427342
2590,85.883,2.429,23.841,2.416,85.724,23.90271462
2590.125,85.342,2.424,23.057,2.394,84.08,23.54069289
2590.25,84.796,2.421,22.61,2.385,82.409,23.16938766
2590.375,84.086,2.42,22.268,2.368,80.588,22.67667454
2590.5,83.522,2.423,22.032,2.36,77.892,22.27828492
2590.625,83.278,2.43,22.091,2.36,75.643,22.10527939
2590.75,83.176,2.434,22.309,2.362,74.812,22.03406764
2590.875,83.417,2.436,22.626,2.362,74.604,22.21059148
2591,83.963,2.433,23.17,2.356,75.332,22.60266443
2591.125,84.386,2.425,23.682,2.342,76.586,22.90267384
2591.25,84.811,2.418,24.014,2.332,77.254,23.2003657
2591.375,85.567,2.412,24.384,2.311,77.451,23.71887033
2591.5,86.542,2.405,25.009,2.295,77.533,24.37024982
2591.625,87.35,2.401,25.589,2.29,78.584,24.89683047
2591.75,88.189,2.397,25.886,2.283,80.131,25.4308544
2591.875,89.255,2.394,26.158,2.278,81.936,26.09071029
2592,90.201,2.391,26.782,2.276,83.903,26.66037422
2592.125,91.021,2.389,27.788,2.279,84.153,27.14262982
2592.25,92.239,2.387,28.634,2.303,83.306,27.83808023
2592.375,94.884,2.382,29.42,2.329,82.353,29.26913904
2595.875,88.683,2.286,26.743,1.413,69.205,25.82393901
2596,83.061,2.293,24.713,1.38,61.147,22.05841502
2596.125,81.964,2.293,23.121,1.36,56.391,21.24978873
2596.25,82.326,2.288,22.4,1.302,55.248,21.52302698
2596.375,84.163,2.283,22.034,1.224,55.106,22.85450331
2596.5,85.954,2.273,22.248,1.182,55.736,24.08473307
2596.625,86.592,2.263,23.001,1.102,56.281,24.50936081
2596.75,86.751,2.257,23.604,1.035,56.293,24.6159289
2596.875,86.484,2.252,24.127,1.009,56.02,24.44365479
2597,86.289,2.248,24.705,0.977,55.085,24.31767831
2597.125,86.489,2.246,25.101,0.968,53.732,24.45213128
2597.25,86.869,2.246,25.204,0.97,52.785,24.70317311
2597.375,87.236,2.247,25.133,0.98,52.15,24.94315514
2597.5,86.977,2.252,24.762,0.987,52.354,24.77848612
2597.625,86.357,2.262,24.406,1.002,53.542,24.37556555
2597.75,85.599,2.27,24.318,1.021,54.581,23.8723774
2597.875,84.631,2.278,24.312,1.033,55.526,23.21254275
2598,84.084,2.285,24.244,1.06,56.714,22.83234875
2598.125,84.029,2.284,24.018,1.089,57.944,22.79609377
2598.25,84.103,2.28,23.843,1.102,58.624,22.8509049
2598.375,84.297,2.276,23.761,1.122,58.847,22.98987733
2598.5,84.472,2.272,23.872,1.135,58.212,23.11482296
2598.625,84.622,2.271,24.055,1.142,57.344,23.22178696
2598.75,84.918,2.274,24.124,1.162,57.293,23.42900237
2598.875,85.758,2.277,24.156,1.177,58.019,24.0027115
2599,86.784,2.284,24.231,1.226,60.49,24.68420048
2599.125,87.269,2.291,24.376,1.305,63.531,25.00079126
2599.25,87.384,2.295,24.509,1.358,65.112,25.0772069
2599.375,86.73,2.301,24.633,1.485,65.978,24.65676259
2599.5,85.48,2.311,24.702,1.619,66.008,23.82819414
2599.625,84.577,2.324,24.598,1.678,65.337,23.21117893
2599.75,83.903,2.334,24.436,1.757,64.944,22.74039353
2599.875,83.98,2.344,24.295,1.765,65.093,22.79753175
2600,86.136,2.349,24.546,1.747,66.8,24.27852618
2600.125,89.709,2.336,25.774,1.706,69.883,26.53734959
2600.25,95.222,2.313,27.48,1.703,72.566,29.61143005
2602.625,93.921,2.313,27.805,1.742,82.729,28.97737181
2602.75,87.934,2.336,26.376,1.788,79.344,25.49990078
2602.875,83.225,2.355,25.268,1.839,76.485,22.31886647
2603,82.092,2.371,24.037,1.802,73.865,21.48682677
2603.125,82.601,2.377,23.235,1.755,72.054,21.86788812
2603.25,83.255,2.378,23.074,1.639,70.377,22.34830517
2603.375,83.844,2.376,23.212,1.512,67.862,22.77327889
2603.5,84.023,2.363,23.696,1.439,62.853,22.90276372
2603.625,83.945,2.342,23.855,1.272,58.318,22.85012811
2603.75,83.8,2.326,23.38,1.185,56.612,22.74971952
2603.875,83.679,2.314,22.45,1.032,55.87,22.66601388
2604,83.735,2.307,20.805,0.934,55.037,22.70856566
2604.125,83.91,2.309,19.656,0.909,53.156,22.83563196
2604.25,84.167,2.31,19.446,0.898,51.185,23.01986049
2604.375,84.442,2.305,19.569,0.918,49.178,23.21528598
2604.5,84.252,2.288,19.997,0.927,47.027,23.0848008
2604.625,83.758,2.27,20.374,0.93,46.014,22.73786247
2604.75,83.145,2.264,20.563,0.911,45.813,22.29948864
2604.875,82.499,2.263,20.764,0.897,45.798,21.82848562
2605,82.539,2.271,21.157,0.875,46.156,21.86064946
2605.125,83.059,2.277,21.618,0.869,46.822,22.2446989
2605.25,83.756,2.275,21.957,0.872,47.244,22.74933775
2605.375,84.755,2.267,22.342,0.892,47.495,23.45357465
2605.5,85.555,2.242,22.997,0.904,47.467,24.00332417
2605.625,85.9,2.214,23.576,0.93,47.242,24.23795799
2606.25,83.385,2.222,23.921,0.91,46.755,22.50402805
2606.375,83.231,2.232,23.772,0.87,46.889,22.39533751
2606.5,83.67,2.243,23.14,0.828,47.378,22.71375702
2606.625,84.184,2.251,22.276,0.811,47.855,23.0809179
2606.75,84.723,2.255,21.788,0.791,47.997,23.45988892
2606.875,85.489,2.256,21.519,0.788,48.045,23.98719875
2607,86.341,2.253,21.627,0.787,48.315,24.55979283
2607.125,87.055,2.245,22.149,0.783,49.232,25.02935661
2607.25,87.869,2.241,22.62,0.777,50.539,25.55278574
2607.375,89.173,2.239,23.062,0.765,52.397,26.36505527
2607.5,90.395,2.243,23.59,0.766,55.465,27.10001607
2607.625,91.031,2.249,24.014,0.777,57.874,27.47409821
2607.75,91.52,2.252,24.251,0.819,58.583,27.75795026
2607.875,92.223,2.251,24.451,0.878,58.474,28.15835884
2608,93.098,2.247,24.621,0.908,57.148,28.64563181
2608.125,93.693,2.24,24.596,0.957,55.538,28.97137914
2608.25,94.066,2.236,24.458,0.987,54.652,29.17397676
2608.375,93.71,2.232,24.285,0.994,53.97,28.98583014
2608.5,92.365,2.228,24.062,0.999,53.437,28.25098584
2608.625,91.141,2.226,23.914,0.999,53.549,27.55874475
2608.75,90.039,2.227,23.883,1.003,54.091,26.9154846
2608.875,88.98,2.23,23.911,1.021,54.876,26.27851425
2609,88.405,2.236,24.052,1.036,55.649,25.92581124
2609.125,88.09,2.244,24.248,1.08,55.5,25.73130884
2609.25,87.618,2.25,24.375,1.139,54.953,25.43523497
2609.375,86.567,2.255,24.456,1.174,54.46,24.75809003
2609.5,85.46,2.262,24.424,1.246,54.432,24.02204012
2609.625,84.89,2.267,24.194,1.32,55.173,23.63488287
2609.75,84.498,2.271,23.905,1.354,55.978,23.36561153
2609.875,84.202,2.275,23.563,1.418,56.762,23.16081526
2610,84.191,2.281,23.174,1.448,57.659,23.15566012
2610.125,84.353,2.284,23.132,1.506,58.423,23.27201336
2610.25,84.656,2.285,23.403,1.567,58.855,23.485929
2610.375,85.352,2.286,23.85,1.6,59.219,23.96685958
2610.5,85.924,2.286,24.584,1.668,59.991,24.35533911
2610.625,85.957,2.289,25.106,1.744,61.296,24.3800059
2610.75,85.711,2.293,25.219,1.786,62.476,24.21759344
2610.875,85.164,2.299,25.155,1.885,63.684,23.8489936
2611,84.702,2.309,24.695,2.011,65.052,23.53339311
2611.125,84.452,2.321,23.835,2.082,65.932,23.36198289
2611.25,84.175,2.33,23.026,2.215,66.408,23.17026673
2611.375,83.455,2.339,22.135,2.275,66.951,22.66023926
2611.5,82.207,2.359,20.813,2.256,67.54,21.74760386
2612.375,81.81,2.364,20.144,1.091,56.173,21.46712281
2612.5,85.686,2.306,21.736,0.998,54.182,24.23714094
2612.625,87.723,2.266,23.268,0.845,53.12,25.57256001
2612.75,89.241,2.251,24.085,0.743,52.663,26.51919656
2612.875,90.884,2.241,24.674,0.711,51.92,27.49936406
2613,92.441,2.225,25.115,0.672,50.131,28.38847108
2614.125,91.448,2.222,24.132,0.858,52.466,27.85120645
2614.25,91.549,2.227,23.402,0.895,52.166,27.91160629
2614.375,91.218,2.229,22.84,0.97,52.626,27.7243465
2614.5,90.337,2.229,22.509,1.043,53.942,27.2130457
2614.625,89.602,2.234,22.709,1.079,55.975,26.7772179
2614.75,89.008,2.242,23.067,1.156,59.293,26.41886902
2614.875,88.517,2.254,23.402,1.2,61.828,26.11852818
2615,87.984,2.271,23.385,1.31,62.554,25.78747374
2615.125,87.089,2.286,22.478,1.449,62.277,25.21827726
2615.25,85.463,2.296,21.193,1.526,59.752,24.14357037
2615.375,81.557,2.31,19.514,1.683,55.8,21.33666997
2616.625,82.194,2.329,21.787,1.19,53.839,21.84344741
2616.75,84.313,2.313,22.06,1.061,53.16,23.38125372
2616.875,86.756,2.297,22.159,0.971,52.212,25.03828213
2617,88.416,2.272,22.199,0.938,51.428,26.1002269
2617.125,89.022,2.252,22.248,0.894,50.74,26.47730129
2617.25,89.26,2.243,22.256,0.872,50.271,26.62525375
2617.375,88.917,2.237,22.206,0.868,50.54,26.41812574
2617.5,87.938,2.237,22.1,0.872,51.065,25.8107823
2617.625,87.074,2.242,22.144,0.889,51.534,25.26079864
2617.75,86.275,2.248,22.326,0.902,51.785,24.74003483
2617.875,85.451,2.254,22.542,0.938,51.871,24.19003889
2618,85.128,2.262,22.577,0.962,52.168,23.9723695
2618.125,85.168,2.27,22.101,1.018,52.66,24.00236043
2618.25,85.316,2.274,21.53,1.081,53.136,24.10603138
2618.375,85.706,2.277,20.982,1.113,52.948,24.37288359
2618.5,86.107,2.277,20.571,1.183,52.42,24.6440783
2618.625,86.214,2.272,20.639,1.262,51.82,24.71782683
2618.75,86.107,2.269,20.871,1.307,51.577,24.64929114
2618.875,85.629,2.266,21.105,1.415,52.483,24.33136162
2619,85.037,2.265,21.296,1.549,53.851,23.9307248
2619.125,84.617,2.269,21.252,1.625,55.599,23.64295565
2619.25,84.147,2.276,21.058,1.779,58.026,23.3163108
2619.375,83.293,2.287,20.777,1.851,59.248,22.70874668
2619.5,82.217,2.31,20.403,1.973,58.975,21.91992937
2619.625,81.424,2.334,20.311,2.051,58.176,21.32246549
2620.25,81.613,2.328,21.811,1.767,56.708,21.47967199
2620.375,83.204,2.318,22.09,1.614,57.046,22.6649487
2620.5,84.793,2.303,22.886,1.545,57.493,23.79364968
2620.625,85.707,2.293,23.912,1.429,57.929,24.42043355
2620.75,86.407,2.29,24.472,1.348,58.132,24.88994799
2620.875,86.875,2.29,24.722,1.32,57.898,25.19948549
2621,86.805,2.291,24.444,1.288,57.734,25.15645323
2621.125,86.58,2.29,23.865,1.283,57.912,25.01172189
2621.25,86.383,2.285,23.583,1.292,58.987,24.88453568
2621.375,86.181,2.28,23.505,1.326,60.271,24.7532818
2621.5,85.969,2.275,23.702,1.352,60.992,24.61455204
2621.625,85.775,2.276,23.999,1.417,61.624,24.48705431
2621.75,85.551,2.28,24.143,1.497,62.686,24.33851637
2621.875,85.371,2.287,24.21,1.54,63.591,24.21894586
2622,85.434,2.298,24.258,1.628,63.54,24.26438436
2622.125,85.541,2.308,24.424,1.699,62.715,24.33955993
2622.25,85.567,2.314,24.704,1.72,60.247,24.35976493
2622.375,85.215,2.319,25.079,1.721,57.926,24.12294881
2622.5,84.445,2.325,25.423,1.662,57.512,23.59309747
2622.625,83.746,2.328,25.124,1.613,58.119,23.101711
2622.75,83.074,2.329,24.49,1.49,60.086,22.61957862
2622.875,82.645,2.33,23.777,1.425,61.727,22.3075571
2623,83.089,2.328,23.07,1.299,62.091,22.63568076
2623.125,83.924,2.322,22.849,1.189,61.995,23.2388556
2623.25,84.997,2.314,22.858,1.141,61.587,23.99163739
2623.375,86.552,2.304,22.813,1.059,61.619,25.04033196
2623.5,87.657,2.287,22.554,0.994,62.061,25.75822111
2623.625,87.996,2.271,22.332,0.968,62.606,25.97578759
2623.75,88.098,2.263,22.407,0.923,63.376,26.04268024
2623.875,88.013,2.259,22.689,0.89,63.884,25.99175706
2624,87.854,2.261,23.335,0.879,63.795,25.89386781
2624.125,87.84,2.269,23.915,0.868,63.26,25.88761746
2624.25,88.004,2.273,24.092,0.869,61.644,25.99394771
2624.375,88.53,2.274,24.081,0.878,59.9,26.32596339
2624.5,89.049,2.266,23.895,0.889,59.291,26.6488417
2624.625,89.185,2.253,23.836,0.892,59.477,26.7346219
2624.75,89.058,2.247,24.006,0.888,61.108,26.65961339
2624.875,88.498,2.245,24.328,0.879,62.726,26.31656856
2625,88.028,2.248,24.894,0.875,62.869,26.0248228
2625.125,88.068,2.251,25.278,0.872,62.094,26.05265237
2625.25,88.391,2.25,25.33,0.876,60.051,26.25777374
2625.375,89.148,2.246,25.266,0.881,58.587,26.7278142
2625.5,89.928,2.239,25.033,0.896,58.664,27.20179858
2625.625,90.284,2.235,24.714,0.913,59.644,27.41618806
2625.75,90.354,2.236,24.448,0.921,62.528,27.46021807
2625.875,89.988,2.24,24.148,0.937,66.052,27.24554203
2626,89.471,2.252,23.716,0.946,68.123,26.93741181
2626.125,89.119,2.271,23.424,0.973,69.45,26.72587519
2626.25,88.699,2.287,23.347,1.023,69.564,26.47017684
2626.375,87.682,2.302,23.305,1.058,68.347,25.83442833
2626.5,86.203,2.317,23.178,1.142,67.645,24.87493352
2626.625,85.105,2.322,22.973,1.225,67.81,24.13613694
2626.75,84.254,2.323,22.859,1.261,69.963,23.54744869
2626.875,83.876,2.324,22.831,1.33,72.782,23.28258421
2627,84.251,2.33,23.046,1.408,74.17,23.55053569
2627.125,84.814,2.334,23.532,1.454,74.956,23.94602604
2627.25,85.524,2.334,24.001,1.563,75.515,24.43490891
2627.375,86.628,2.331,24.537,1.627,76.409,25.17391918
2627.5,87.432,2.325,25.36,1.762,77.5,25.69824187
2627.625,87.612,2.321,26.062,1.884,78.729,25.81602629
2627.75,87.562,2.322,26.354,1.935,79.96,25.78671793
2627.875,87.313,2.324,26.472,2.027,80.457,25.62964224
2628,87.21,2.329,26.469,2.115,80.777,25.565869
2628.125,87.406,2.336,26.633,2.154,81.379,25.69466402
2628.25,87.798,2.342,27.044,2.218,82.502,25.94752738
2628.375,88.528,2.347,27.691,2.277,83.181,26.40879801
2628.5,89.027,2.353,28.765,2.306,83.069,26.7195419
2628.625,88.976,2.357,29.488,2.346,82.639,26.69088093
2628.75,88.595,2.359,29.565,2.358,82.173,26.45830772
2628.875,87.824,2.361,29.381,2.36,82.485,25.97714802
2629,87.586,2.364,28.883,2.363,83.112,25.82827711
2629.125,87.984,2.37,28.318,2.364,83.795,26.08366839
2629.25,88.591,2.374,27.915,2.356,84.34,26.46634293
2629.375,89.226,2.378,27.526,2.349,83.841,26.85965086
2629.5,89.303,2.379,27.087,2.351,82.656,26.90918686
2629.625,89.149,2.375,26.862,2.361,81.097,26.81791434
2629.75,89.025,2.369,26.855,2.365,79.146,26.74463845
2629.875,88.916,2.364,26.92,2.363,78.23,26.68032513
2630,88.749,2.361,27.067,2.356,78.324,26.57998862
2630.125,88.522,2.363,27.237,2.344,78.738,26.44187585
2630.25,88.273,2.367,27.384,2.334,79.641,26.28907845
2630.375,88.026,2.37,27.502,2.305,81.025,26.1364397
2630.5,87.897,2.373,27.405,2.291,82.329,26.05754098
2630.625,87.906,2.373,27.009,2.272,83.538,26.06586466
2630.75,88.054,2.373,26.699,2.265,84.256,26.1619768
2630.875,88.67,2.374,26.528,2.261,83.672,26.54952622
2631,89.579,2.375,26.815,2.254,82.756,27.10811333
2631.125,90.163,2.374,27.652,2.249,81.92,27.46055663
2631.25,90.58,2.372,28.388,2.248,81.632,27.70952993
2631.375,90.633,2.371,29.093,2.24,82.5,27.74327897
2631.5,90.246,2.374,29.985,2.225,83.538,27.51773656
2631.625,89.877,2.381,30.662,2.217,84.582,27.30051298
2631.75,89.487,2.385,30.859,2.203,85.631,27.06830593
2631.875,89.139,2.385,30.756,2.196,85.934,26.85921469
2632,89.341,2.38,29.972,2.197,85.893,26.98500134
2632.125,89.847,2.371,28.746,2.214,86.084,27.29309468
2632.25,90.514,2.367,27.851,2.232,86.895,27.69187463
2632.375,91.418,2.365,27.034,2.29,87.721,28.21991457
2632.5,91.737,2.365,26.005,2.357,87.683,28.40487975
2632.625,91.253,2.366,25.11,2.384,86.8,28.13028382
2632.75,90.219,2.366,24.549,2.423,83.845,27.52813958
2632.875,88.005,2.365,23.989,2.456,80.162,26.17573759
2633,85.58,2.364,23.186,2.475,78.062,24.59291532
2633.125,84.146,2.367,22.514,2.522,76.728,23.6039526
2633.25,83.107,2.373,22.209,2.587,76.317,22.86128832
2633.375,82.649,2.381,22.025,2.624,76.853,22.52790753
2633.5,83.187,2.395,21.951,2.677,77.148,22.9246908
2633.625,83.811,2.407,21.997,2.676,77.146,23.37658512
2633.75,84.173,2.413,22.034,2.657,77.025,23.63602741
2633.875,83.66,2.416,22.046,2.606,77.183,23.27382762
2634,82.338,2.421,22.068,2.58,77.487,22.31004866
2634.125,81.524,2.427,22.248,2.537,77.776,21.69805416
2634.25,81.19,2.431,22.592,2.521,78.022,21.44399564
2634.375,81.836,2.434,23.154,2.525,78.371,21.94059882
2634.5,83.295,2.435,24.22,2.543,78.906,23.02383118
2634.625,84.448,2.432,24.997,2.558,79.591,23.84754128
2634.75,85.482,2.428,24.972,2.564,80.342,24.56304559
2634.875,86.419,2.424,24.486,2.569,80.579,25.19332031
2635,86.478,2.418,23.324,2.567,80.566,25.2348935
2635.125,85.936,2.414,22.342,2.563,80.333,24.87714524
2635.25,85.114,2.41,22.069,2.556,79.283,24.32224831
2635.375,83.885,2.404,22.142,2.552,77.631,23.46573519
2635.5,83.308,2.389,22.849,2.545,76.306,23.05402948
2635.625,83.615,2.374,23.984,2.54,75.256,23.2779572
2635.75,84.396,2.369,24.9,2.536,75.167,23.8345633
2635.875,85.982,2.37,25.821,2.523,76.542,24.92365105
2636,87.486,2.386,26.956,2.508,77.964,25.91129819
2636.125,88.304,2.41,27.646,2.507,79.325,26.43211445
2636.25,88.951,2.427,27.823,2.516,80.731,26.83619318
2636.375,89.408,2.442,27.925,2.525,81.261,27.11801853
2636.5,89.105,2.457,28.219,2.524,81.23,26.93594804
2636.625,88.293,2.466,28.678,2.517,81.199,26.43575485
2636.75,87.134,2.469,28.899,2.501,81.238,25.70031564
2636.875,85.478,2.473,28.859,2.494,81.336,24.60475946
2637,84.692,2.478,28.25,2.494,81.4,24.06728416
2637.125,84.891,2.482,27.443,2.504,81.41,24.2078171
2637.25,85.483,2.484,27.067,2.527,81.541,24.61599862
2637.375,86.699,2.485,26.896,2.529,82.176,25.43003385
2637.5,87.723,2.483,26.83,2.521,83.045,26.0942227
2637.625,88.009,2.481,26.688,2.502,84.052,26.27819462
2637.75,87.979,2.48,26.53,2.472,85.105,26.261873
2637.875,87.476,2.479,26.438,2.452,85.068,25.94430047
2638,86.652,2.48,26.607,2.416,84.303,25.41231276
2638.125,86.035,2.484,27.027,2.403,83.397,25.00622077
2638.25,85.579,2.486,27.35,2.404,82.435,24.7020306
2638.375,85.593,2.487,27.657,2.414,81.793,24.71412699
2638.5,86.469,2.486,28.206,2.423,81.511,25.30233807
2638.625,87.56,2.482,29.005,2.447,81.372,26.01386692
2638.75,88.708,2.48,29.677,2.465,81.507,26.73898796
2638.875,89.711,2.479,30.262,2.467,81.866,27.3540036
2639,89.701,2.482,30.457,2.461,82.101,27.35062506
2639.125,89.162,2.486,29.807,2.447,82.309,27.0262252
2639.25,88.461,2.489,28.986,2.436,82.78,26.5960568
2639.375,87.586,2.491,28.133,2.405,83.542,26.04626908
2639.5,87.171,2.491,27.283,2.374,84.114,25.78203541
2639.625,87.264,2.488,27.107,2.36,84.408,25.84474224
2639.75,87.666,2.485,27.4,2.332,84.245,26.10524033
2639.875,88.832,2.48,27.852,2.299,84.229,26.83936956
2640,90.211,2.472,28.529,2.281,84.831,27.67674437
2640.125,90.885,2.466,29.034,2.24,85.999,28.07588953
2640.25,91.222,2.462,29.275,2.217,88.189,28.27404813
2640.375,91.211,2.461,29.52,2.173,89.615,28.27034728
2640.5,90.941,2.46,29.97,2.143,89.501,28.11645476
2640.625,90.73,2.46,30.449,2.135,88.606,27.99595626
2640.75,90.551,2.459,30.763,2.129,86.708,27.8935695
2640.875,90.381,2.458,31.043,2.136,85.49,27.79598021
2641,90.524,2.456,31.179,2.142,85.472,27.88297812
2641.125,90.968,2.454,30.774,2.154,85.945,28.14541717
2641.25,91.606,2.454,30.166,2.15,86.795,28.51587162
2641.375,92.285,2.455,29.501,2.14,87.103,28.90299967
2641.5,92.135,2.459,28.884,2.115,86.968,28.82133205
2641.625,91.492,2.464,28.879,2.106,86.759,28.45858516
2641.75,90.737,2.467,29.202,2.099,86.734,28.02390344
2641.875,90.13,2.469,29.998,2.102,87.131,27.66828973
2642,90.38,2.469,30.058,2.104,87.473,27.81922198
2642.125,91.051,2.466,30.052,2.107,87.692,28.21484721
2642.25,91.888,2.464,29.942,2.095,87.584,28.69766596
2642.375,93.396,2.463,29.677,2.082,86.931,29.53837629
2642.5,93.13,2.466,29.094,2.052,86.064,29.39567628
2642.625,92.844,2.469,28.69,2.034,84.926,29.24088116
2642.75,92.931,2.469,28.763,2.029,83.542,29.29157113
2642.875,93.264,2.468,29.092,2.025,83.329,29.47703036
2643,93.672,2.462,29.651,2.03,84.179,29.70145154
2643.125,94.12,2.457,29.737,2.035,85.589,29.94485317
2643.25,94.288,2.454,29.328,2.041,87.661,30.03706257
2643.375,94.211,2.453,28.705,2.039,88.488,29.99874368
