Depth,AC,nAC,Pv,DEN,CN,LLD,GR
2656.5,93.845,88.22834207,61.179195,2.442,31.488,2.074,75.252
2656.625,93.679,88.2261419,61.18207375,2.438,32.543,2.099,75.086
2656.75,92.907,88.22394179,61.1849525,2.434,34.386,2.12,75.248
2656.875,91.423,88.22174173,61.18783125,2.431,35.797,2.128,75.137
2657,90.621,88.21954173,61.19071,2.428,36.917,2.119,74.223
2657.125,90.255,88.21734178,61.19358875,2.426,37.017,2.106,73.239
2657.25,91.158,88.21514189,61.1964675,2.426,36.675,2.083,72.427
2657.375,93.183,88.21294205,61.19934625,2.428,36.51,2.065,72.313
2657.5,94.393,88.21074227,61.202225,2.43,36.416,2.046,72.596
2657.625,95.236,88.20854254,61.20510375,2.433,36.336,2.028,72.735
2657.75,95.089,88.20634287,61.2079825,2.435,35.878,2.011,72.441
2657.875,94.166,88.20414325,61.21086125,2.436,35.102,2.002,71.923
2658,93.904,88.20194368,61.21374,2.436,34.414,2.004,71.724
2658.125,93.845,88.19974418,61.21661875,2.434,34.094,2.011,71.73
2658.25,94.107,88.19754472,61.2194975,2.431,33.983,2.027,72.163
2658.375,93.982,88.19534532,61.22237625,2.429,33.672,2.045,72.6
2658.5,92.901,88.19314598,61.225255,2.425,33.293,2.06,72.804
2658.625,91.721,88.19094669,61.22813375,2.423,32.814,2.074,72.908
2658.75,90.584,88.18874746,61.2310125,2.425,32.58,2.083,72.802
2658.875,90.438,88.18654828,61.23389125,2.429,33.442,2.086,72.678
2659,91.459,88.18434915,61.23677,2.444,34.487,2.087,72.626
2659.125,92.519,88.18215008,61.23964875,2.468,35.711,2.087,72.595
2659.25,93.485,88.17995107,61.2425275,2.487,36.476,2.083,72.553
2659.375,93.798,88.17775211,61.24540625,2.508,37.001,2.076,72.328
2659.5,93.624,88.1755532,61.248285,2.539,37.613,2.06,71.615
2659.625,93.543,88.17335435,61.25116375,2.565,38.462,2.041,70.942
2659.75,93.746,88.17115555,61.2540425,2.579,39.264,2.018,70.648
2659.875,94.176,88.16895681,61.25692125,2.589,39.37,2.003,71.033
2660,94.178,88.16675813,61.2598,2.595,39.331,1.988,71.935
2660.125,93.986,88.1645595,61.26267875,2.59,38.906,1.972,72.79
2660.25,93.372,88.16236092,61.2655575,2.58,38.386,1.954,73.35
2660.375,92.828,88.1601624,61.26843625,2.565,37.572,1.939,73.507
2660.5,93.146,88.15796393,61.271315,2.538,36.698,1.927,73.676
2660.625,93.641,88.15576552,61.27419375,2.507,35.985,1.916,73.924
2660.75,94.467,88.15356716,61.2770725,2.483,35.971,1.911,74.286
2660.875,95.041,88.15136886,61.27995125,2.456,36.551,1.912,74.489
2661,94.577,88.14917061,61.28283,2.412,37.061,1.917,74.047
2661.125,93.85,88.14697242,61.28570875,2.37,37.157,1.92,73.308
2661.25,92.532,88.14477428,61.2885875,2.349,36.907,1.918,72.064
2661.375,91.253,88.1425762,61.29146625,2.334,36.819,1.91,71.103
2661.5,91.391,88.14037817,61.294345,2.326,36.863,1.896,70.565
2661.625,92.074,88.1381802,61.29722375,2.327,37.354,1.879,70.07
2661.75,94.177,88.13598228,61.3001025,2.33,37.944,1.861,69.645
2661.875,97.01,88.13378442,61.30298125,2.332,37.981,1.848,69.227
2662,98.456,88.13158661,61.30586,2.331,37.933,1.832,69.167
2662.125,99.706,88.12938885,61.30873875,2.322,37.808,1.813,69.497
2662.25,100.49,88.12719116,61.3116175,2.313,37.91,1.79,70.738
2662.375,100.865,88.12499351,61.31449625,2.303,38.149,1.771,72.191
2662.5,100.774,88.12279592,61.317375,2.298,38.331,1.757,73.405
2662.625,100.555,88.12059839,61.32025375,2.308,38.318,1.745,74.277
2662.75,99.951,88.11840091,61.3231325,2.324,38.292,1.743,74.185
2662.875,98.99,88.11620348,61.32601125,2.344,38.722,1.749,73.537
2663,98.181,88.11400611,61.32889,2.365,39.224,1.767,73.047
2663.125,97.312,88.1118088,61.33176875,2.372,39.674,1.789,72.751
2663.25,96.272,88.10961153,61.3346475,2.368,39.669,1.813,72.86
2663.375,95.208,88.10741433,61.33752625,2.364,39.612,1.829,72.93
2663.5,94.612,88.10521718,61.340405,2.364,39.738,1.833,72.651
2663.625,94.123,88.10302008,61.34328375,2.373,40.655,1.83,72.394
2663.75,94.029,88.10082304,61.3461625,2.383,42.041,1.814,72.279
2663.875,94.621,88.09862605,61.34904125,2.393,42.581,1.795,72.293
2664,95.8,88.09642912,61.35192,2.406,42.781,1.771,71.689
2664.125,97.194,88.09423224,61.35479875,2.414,41.972,1.745,70.81
2664.25,99.096,88.09203542,61.3576775,2.418,40.886,1.722,69.585
2664.375,100.956,88.08983865,61.36055625,2.42,40.204,1.71,68.924
2664.5,101.402,88.08764194,61.363435,2.423,39.592,1.706,68.823
2664.625,101.333,88.08544528,61.36631375,2.426,38.922,1.704,68.66
2664.75,99.82,88.08324868,61.3691925,2.428,37.85,1.707,68.261
2664.875,97.204,88.08105213,61.37207125,2.43,36.703,1.713,67.73
2665,95.85,88.07885564,61.37495,2.429,35.635,1.729,67.706
2665.125,94.928,88.0766592,61.37782875,2.422,35.069,1.753,68.033
2665.25,95.089,88.07446281,61.3807075,2.415,35.194,1.793,69.08
2665.375,95.885,88.07226648,61.38358625,2.41,36.129,1.833,70.096
2665.5,95.598,88.07007021,61.386465,2.407,37.02,1.892,70.715
2665.625,94.8,88.06787399,61.38934375,2.407,37.402,1.958,71.065
2665.75,92.737,88.06567782,61.3922225,2.405,37.04,2.026,70.758
2665.875,90.197,88.06348171,61.39510125,2.404,35.698,2.072,70.245
2666,88.796,88.06128566,61.39798,2.407,34.339,2.114,70.001
2666.125,87.394,88.05908966,61.40085875,2.413,33.16,2.158,69.85
2666.25,85.941,88.05689371,61.4037375,2.423,32.22,2.199,69.833
2666.375,84.603,88.05469782,61.40661625,2.427,31.413,2.227,69.665
2666.5,84.306,88.05250198,61.409495,2.419,30.656,2.25,69.139
2666.625,84.362,88.0503062,61.41237375,2.405,30.159,2.27,68.624
2666.75,85.369,88.04811047,61.4152525,2.376,29.887,2.281,68.282
2666.875,87.029,88.0459148,61.41813125,2.352,30.322,2.28,68.252
2667,88.1,88.04371918,61.42101,2.345,30.975,2.262,68.541
2667.125,89.177,88.04152362,61.42388875,2.346,32.259,2.237,69.05
2667.25,90.33,88.03932811,61.4267675,2.357,33.764,2.201,70.044
2667.375,91.503,88.03713266,61.42964625,2.371,34.787,2.171,71.094
2667.5,92.181,88.03493726,61.432525,2.38,35.594,2.142,71.846
2667.625,92.734,88.03274192,61.43540375,2.386,35.706,2.114,72.248
2667.75,92.927,88.03054663,61.4382825,2.391,35.623,2.089,71.765
2667.875,92.753,88.02835139,61.44116125,2.393,35.457,2.076,70.945
2668,92.521,88.02615621,61.44404,2.393,35.186,2.068,70.034
2668.125,92.273,88.02396109,61.44691875,2.395,34.586,2.06,69.016
2668.25,91.953,88.02176602,61.4497975,2.401,34.026,2.052,67.81
2668.375,91.535,88.019571,61.45267625,2.409,34.23,2.046,66.712
2668.5,91.283,88.01737604,61.455555,2.414,34.579,2.04,65.642
2668.625,91.088,88.01518114,61.45843375,2.417,35.112,2.033,64.773
2668.75,91.086,88.01298628,61.4613125,2.418,35.297,2.026,64.6
2668.875,91.373,88.01079149,61.46419125,2.416,34.929,2.023,65.096
2669,91.897,88.00859675,61.46707,2.417,34.595,2.021,66.265
2669.125,92.496,88.00640206,61.46994875,2.422,34.728,2.019,67.595
2669.25,93.202,88.00420743,61.4728275,2.436,35.552,2.016,69.044
2669.375,93.618,88.00201285,61.47570625,2.455,36.608,2.012,69.995
2669.5,93.267,87.99981833,61.478585,2.466,37.509,2.005,70.577
2669.625,92.85,87.99762386,61.48146375,2.472,37.716,1.998,71.043
2669.75,92.453,87.99542944,61.4843425,2.471,37.438,1.991,71.186
2669.875,92.629,87.99323509,61.48722125,2.464,37.153,1.987,71.102
2670,93.468,87.99104078,61.4901,2.457,36.926,1.987,70.789
2670.125,94.358,87.98884653,61.49297875,2.451,36.871,1.988,70.391
2670.25,95.196,87.98665234,61.4958575,2.446,36.803,1.991,69.873
2670.375,95.401,87.9844582,61.49873625,2.444,36.391,1.993,69.504
2670.5,94.875,87.98226411,61.501615,2.442,35.917,1.997,69.495
2670.625,94.184,87.98007008,61.50449375,2.441,35.445,2.001,69.615
2670.75,93.037,87.97787611,61.5073725,2.438,35.282,2.005,69.91
2670.875,91.596,87.97568219,61.51025125,2.436,35.632,2.008,69.935
2671,90.659,87.97348832,61.51313,2.436,36.051,2.007,69.184
2671.125,89.913,87.97129451,61.51600875,2.435,36.481,2.005,68.264
2671.25,89.809,87.96910075,61.5188875,2.435,36.577,1.999,67.25
2671.375,90.597,87.96690705,61.52176625,2.435,36.392,1.994,66.828
2671.5,91.549,87.9647134,61.524645,2.435,36.244,1.987,67.024
2671.625,92.423,87.96251981,61.52752375,2.435,36.283,1.978,67.309
2671.75,93.024,87.96032627,61.5304025,2.437,36.469,1.963,67.707
2671.875,93.164,87.95813279,61.53328125,2.442,36.421,1.949,68.009
2672,92.872,87.95593936,61.53616,2.449,36.247,1.928,68.645
2672.125,92.554,87.95374599,61.53903875,2.458,35.579,1.904,69.529
2672.25,92.296,87.95155267,61.5419175,2.477,34.681,1.879,70.833
2672.375,92.524,87.9493594,61.54479625,2.499,34.448,1.862,71.859
2672.5,93.515,87.94716619,61.547675,2.514,34.46,1.853,72.112
2672.625,94.619,87.94497304,61.55055375,2.528,35.34,1.847,71.933
2672.75,95.781,87.94277994,61.5534325,2.544,36.66,1.847,70.788
2672.875,96.18,87.94058689,61.55631125,2.553,37.387,1.85,69.453
2673,95.496,87.9383939,61.55919,2.552,37.892,1.859,68.142
2673.125,94.758,87.93620096,61.56206875,2.542,37.712,1.872,67.068
2673.25,94.027,87.93400808,61.5649475,2.513,37.385,1.89,66.788
2673.375,93.734,87.93181526,61.56782625,2.472,37.118,1.909,67.217
2673.5,93.708,87.92962248,61.570705,2.441,36.792,1.935,67.788
2673.625,93.547,87.92742977,61.57358375,2.412,36.131,1.964,68.091
2673.75,93.018,87.9252371,61.5764625,2.373,35.081,1.995,67.664
2673.875,92.303,87.92304449,61.57934125,2.344,34.087,2.016,66.898
2674,92.05,87.92085194,61.58222,2.331,33.274,2.036,66.784
2674.125,91.915,87.91865944,61.58509875,2.324,33.202,2.057,67.199
2674.25,92.024,87.916467,61.5879775,2.324,33.607,2.075,68.732
2674.375,92.095,87.91427461,61.59085625,2.334,33.8,2.086,70.258
2674.5,91.668,87.91208227,61.593735,2.344,33.849,2.089,71.099
2674.625,91.085,87.90988999,61.59661375,2.354,33.437,2.088,71.534
2674.75,90.222,87.90769777,61.5994925,2.366,32.86,2.08,71.02
2674.875,89.652,87.9055056,61.60237125,2.377,32.855,2.071,70.259
2675,90.043,87.90331348,61.60525,2.384,33.064,2.064,69.829
2675.125,90.595,87.90112142,61.60812875,2.392,34.054,2.057,69.618
2675.25,91.421,87.89892941,61.6110075,2.402,35.507,2.053,69.904
2675.375,91.986,87.89673746,61.61388625,2.408,36.524,2.049,70.291
2675.5,91.878,87.89454556,61.616765,2.41,37.277,2.038,70.665
2675.625,91.76,87.89235372,61.61964375,2.413,37.113,2.024,71.135
2675.75,91.76,87.89016193,61.6225225,2.425,36.521,2.001,71.807
2675.875,92.204,87.8879702,61.62540125,2.444,36.127,1.979,72.425
2676,93.115,87.88577852,61.62828,2.457,35.843,1.953,72.438
2676.125,94.184,87.88358689,61.63115875,2.47,35.903,1.924,72.067
2676.25,95.555,87.88139532,61.6340375,2.486,36.131,1.891,70.93
2676.375,96.672,87.87920381,61.63691625,2.5,36.568,1.865,69.924
2676.5,97.109,87.87701235,61.639795,2.509,37.074,1.836,69.9
2676.625,97.747,87.87482094,61.64267375,2.517,37.85,1.805,70.386
2676.75,99.039,87.87262959,61.6455525,2.528,38.799,1.777,71.879
2676.875,100.886,87.8704383,61.64843125,2.535,39.776,1.763,73.215
2677,101.738,87.86824705,61.65131,2.536,40.676,1.76,73.666
2677.125,102.19,87.86605587,61.65418875,2.534,40.99,1.761,73.63
2677.25,101.555,87.86386473,61.6570675,2.528,40.534,1.77,72.498
2677.375,100.1,87.86167366,61.65994625,2.521,39.016,1.781,71.152
2677.5,99.274,87.85948263,61.662825,2.515,37.4,1.8,70.075
2677.625,98.598,87.85729167,61.66570375,2.508,35.786,1.824,69.29
2677.75,98.23,87.85510075,61.6685825,2.489,34.71,1.852,69.359
2677.875,97.935,87.85290989,61.67146125,2.46,35.053,1.875,70.077
2678,97.458,87.85071909,61.67434,2.435,35.638,1.894,71.237
2678.125,96.876,87.84852834,61.67721875,2.409,36.727,1.911,72.243
2678.25,96.102,87.84633764,61.6800975,2.378,37.549,1.918,72.593
2678.375,95.536,87.844147,61.68297625,2.358,37.35,1.914,72.198
2678.5,95.499,87.84195642,61.685855,2.351,37.041,1.895,71.559
2678.625,95.456,87.83976588,61.68873375,2.348,36.647,1.871,71.097
2678.75,95.364,87.83757541,61.6916125,2.344,36.458,1.836,71.141
2678.875,95.212,87.83538498,61.69449125,2.337,36.134,1.807,71.407
2679,95.248,87.83319462,61.69737,2.331,35.782,1.774,71.073
2679.125,95.382,87.8310043,61.70024875,2.325,35.548,1.738,70.478
2679.25,95.756,87.82881405,61.7031275,2.319,35.714,1.701,69.52
2679.375,96.199,87.82662384,61.70600625,2.314,36.411,1.676,69.038
2679.5,96.332,87.82443369,61.708885,2.309,37.114,1.659,69.391
2679.625,96.455,87.8222436,61.71176375,2.302,37.691,1.645,69.832
2679.75,96.597,87.82005356,61.7146425,2.29,38.037,1.64,70.22
2679.875,96.845,87.81786357,61.71752125,2.282,38.538,1.645,70.103
2680,97.018,87.81567364,61.7204,2.286,39.116,1.661,69.421
2680.125,96.986,87.81348377,61.72327875,2.298,39.693,1.68,68.658
2680.25,96.314,87.81129395,61.7261575,2.313,39.868,1.704,67.885
2680.375,94.993,87.80910418,61.72903625,2.324,39.377,1.723,67.467
2680.5,94.056,87.80691447,61.731915,2.337,38.786,1.744,67.261
2680.625,93.287,87.80472481,61.73479375,2.356,37.963,1.767,67.063
2680.75,92.985,87.80253521,61.7376725,2.371,37.146,1.79,66.9
2680.875,93.15,87.80034566,61.74055125,2.376,36.657,1.804,66.827
2681,93.509,87.79815616,61.74343,2.375,36.29,1.811,67.17
2681.125,94.066,87.79596672,61.74630875,2.364,36.43,1.814,67.693
2681.25,95.255,87.79377734,61.7491875,2.352,36.998,1.806,68.461
2681.375,97.004,87.79158801,61.75206625,2.349,37.43,1.793,68.883
2681.5,98.359,87.78939873,61.754945,2.351,37.706,1.772,68.677
2681.625,99.709,87.78720951,61.75782375,2.36,37.561,1.75,68.387
2681.75,100.961,87.78502035,61.7607025,2.368,37.277,1.728,68.077
2681.875,101.69,87.78283124,61.76358125,2.37,37.034,1.715,68.072
2682,101.261,87.78064218,61.76646,2.369,36.849,1.708,68.153
2682.125,100.518,87.77845318,61.76933875,2.367,36.928,1.701,68.181
2682.25,99.046,87.77626423,61.7722175,2.37,37.252,1.698,68.128
2682.375,97.485,87.77407533,61.77509625,2.376,37.678,1.698,68.195
2682.5,97.023,87.7718865,61.777975,2.385,38.037,1.704,68.687
2682.625,96.631,87.76969771,61.78085375,2.397,38.104,1.715,69.221
2682.75,96.265,87.76750898,61.7837325,2.405,38.023,1.738,69.633
2682.875,95.609,87.76532031,61.78661125,2.41,38.385,1.764,69.54
2683,95.022,87.76313169,61.78949,2.419,38.821,1.815,68.629
2683.125,94.614,87.76094312,61.79236875,2.444,39.137,1.879,67.438
2683.25,94.702,87.75875461,61.7952475,2.479,38.878,1.967,65.793
2683.375,95.122,87.75656615,61.79812625,2.502,37.291,2.042,64.407
2683.5,94.461,87.75437775,61.801005,2.519,35.335,2.135,62.922
2683.625,92.977,87.7521894,61.80388375,2.526,32.214,2.243,61.492
2683.75,89.314,87.75000111,61.8067625,2.516,28.928,2.371,60.492
2683.875,84.596,87.74781287,61.80964125,2.5,27.423,2.475,60.241
2684,82.45,87.74562469,61.81252,2.481,26.268,2.598,60.199
2684.75,84.14,87.73249673,61.8297925,2.428,26.428,2.892,61.031
2684.875,86.876,87.73030893,61.83267125,2.428,27.714,2.849,62.562
2685,88.129,87.72812118,61.83555,2.425,29.024,2.788,63.792
2685.125,89.157,87.72593349,61.83842875,2.415,29.954,2.718,64.858
2685.25,89.721,87.72374585,61.8413075,2.4,30.202,2.635,65.416
2685.375,90.132,87.72155827,61.84418625,2.389,30.451,2.572,65.553
2685.5,90.676,87.71937074,61.847065,2.379,30.782,2.513,65.552
2685.625,91.224,87.71718326,61.84994375,2.371,31.192,2.454,65.51
2685.75,91.688,87.71499584,61.8528225,2.373,31.274,2.402,65.364
2685.875,91.846,87.71280848,61.85570125,2.38,31.071,2.371,65.182
2686,92.092,87.71062117,61.85858,2.389,30.972,2.345,65.16
2686.125,92.564,87.70843391,61.86145875,2.399,31.416,2.319,65.262
2686.25,93.608,87.70624671,61.8643375,2.4,32.219,2.292,65.647
2686.375,94.851,87.70405956,61.86721625,2.396,32.617,2.273,66.089
2686.5,95.476,87.70187247,61.870095,2.394,32.892,2.253,66.624
2686.625,96.102,87.69968543,61.87297375,2.393,32.959,2.232,67.178
2686.75,96.73,87.69749845,61.8758525,2.397,33.249,2.211,67.689
2686.875,97.186,87.69531152,61.87873125,2.4,34.232,2.197,68.007
2687,97.173,87.69312464,61.88161,2.402,35.313,2.186,68.298
2687.125,97.253,87.69093782,61.88448875,2.405,36.471,2.176,68.557
2687.25,97.751,87.68875106,61.8873675,2.409,37.353,2.167,68.659
2687.375,98.889,87.68656435,61.89024625,2.413,37.475,2.16,68.526
2687.5,99.467,87.68437769,61.893125,2.418,37.334,2.154,68.331
2687.625,99.555,87.68219109,61.89600375,2.427,36.236,2.15,68.286
2687.75,98.25,87.68000454,61.8988825,2.434,34.571,2.147,68.66
2687.875,95.858,87.67781805,61.90176125,2.437,33.289,2.147,69.259
2688,94.345,87.67563161,61.90464,2.438,32.328,2.145,69.7
2688.125,92.988,87.67344523,61.90751875,2.439,32.766,2.14,69.886
2688.25,92.031,87.6712589,61.9103975,2.441,34.347,2.129,69.446
2688.375,91.539,87.66907262,61.91327625,2.445,36.222,2.117,68.8
2688.5,91.712,87.6668864,61.916155,2.45,37.854,2.105,68.25
2688.625,92.014,87.66470024,61.91903375,2.456,38.241,2.093,67.866
2688.75,92.538,87.66251413,61.9219125,2.459,37.37,2.084,67.968
2688.875,92.815,87.66032807,61.92479125,2.458,35.896,2.081,68.41
2689,92.08,87.65814207,61.92767,2.455,34.589,2.082,68.988
2689.125,91.013,87.65595612,61.93054875,2.451,33.984,2.084,69.486
2689.25,89.188,87.65377023,61.9334275,2.45,33.789,2.085,69.672
2689.375,87.362,87.65158439,61.93630625,2.451,33.637,2.086,69.508
2689.5,87.039,87.6493986,61.939185,2.452,33.454,2.092,69.04
2689.625,87.085,87.64721287,61.94206375,2.45,33.294,2.1,68.564
2689.75,88.084,87.6450272,61.9449425,2.441,33.414,2.116,68.225
2689.875,89.685,87.64284158,61.94782125,2.431,33.892,2.134,68.275
2690,90.739,87.64065601,61.9507,2.421,34.319,2.163,68.883
2690.125,91.696,87.6384705,61.95357875,2.41,34.437,2.197,69.577
2690.25,92.295,87.63628504,61.9564575,2.407,34.313,2.236,70.251
2690.375,92.184,87.63409964,61.95933625,2.41,34.231,2.265,70.445
2690.5,91.512,87.63191429,61.962215,2.413,34.12,2.292,69.597
2690.625,90.926,87.629729,61.96509375,2.415,33.658,2.32,68.281
2690.75,90.755,87.62754376,61.9679725,2.414,32.652,2.345,66.163
2690.875,91.418,87.62535857,61.97085125,2.412,31.684,2.364,64.487
2691,92.25,87.62317344,61.97373,2.411,30.986,2.388,64.028
2691.125,92.904,87.62098837,61.97660875,2.414,31.41,2.417,64.094
2691.25,93.013,87.61880335,61.9794875,2.422,32.538,2.45,65.169
2691.375,92.573,87.61661838,61.98236625,2.428,32.922,2.475,66.035
2691.5,92.636,87.61443347,61.985245,2.436,32.95,2.502,66.074
2691.625,92.869,87.61224861,61.98812375,2.447,32.182,2.531,65.947
2691.75,93.348,87.61006381,61.9910025,2.458,31.728,2.561,65.582
2691.875,93.405,87.60787906,61.99388125,2.464,32.029,2.581,65.384
2692,92.439,87.60569437,61.99676,2.468,32.284,2.591,65.032
2692.125,91.248,87.60350973,61.99963875,2.47,32.012,2.595,64.491
2692.25,89.652,87.60132514,62.0025175,2.468,31.046,2.583,63.623
2692.375,88.474,87.59914061,62.00539625,2.466,30.207,2.562,62.977
2692.5,88.89,87.59695613,62.008275,2.464,29.641,2.523,63.066
2692.625,89.887,87.59477171,62.01115375,2.464,30.253,2.477,63.51
2692.75,92.428,87.59258734,62.0140325,2.464,31.703,2.421,64.673
2692.875,95.811,87.59040303,62.01691125,2.464,33.533,2.376,65.821
2693,97.396,87.58821877,62.01979,2.463,35.307,2.324,66.712
2693.125,98.513,87.58603457,62.02266875,2.461,36.643,2.268,67.344
2693.25,98.359,87.58385042,62.0255475,2.456,37.347,2.208,67.266
2693.375,97.114,87.58166632,62.02842625,2.45,37.568,2.169,66.816
2693.5,96.008,87.57948228,62.031305,2.441,37.847,2.141,66.515
2693.625,94.921,87.5772983,62.03418375,2.428,38.281,2.116,66.379
2693.75,93.912,87.57511437,62.0370625,2.416,38.678,2.103,66.61
2693.875,93.181,87.57293049,62.03994125,2.412,38.808,2.101,66.869
2694,92.856,87.57074667,62.04282,2.41,38.883,2.107,66.8
2694.125,92.489,87.5685629,62.04569875,2.412,38.893,2.113,66.642
2694.25,92.03,87.56637918,62.0485775,2.415,38.94,2.117,66.386
2694.375,91.666,87.56419552,62.05145625,2.418,38.937,2.118,66.319
2694.5,91.759,87.56201192,62.054335,2.42,38.908,2.113,66.334
2694.625,92.016,87.55982837,62.05721375,2.423,38.801,2.107,66.246
2694.75,92.715,87.55764487,62.0600925,2.427,38.762,2.099,65.863
2694.875,93.686,87.55546143,62.06297125,2.432,38.796,2.094,65.269
2695,94.511,87.55327804,62.06585,2.437,38.779,2.097,64.388
2695.125,95.375,87.55109471,62.06872875,2.445,38.427,2.103,63.619
2695.25,96.175,87.54891143,62.0716075,2.448,37.733,2.118,63.368
2695.375,96.285,87.54672821,62.07448625,2.446,36.692,2.132,63.809
2695.5,94.939,87.54454504,62.077365,2.439,35.595,2.146,65.172
2695.625,93.128,87.54236193,62.08024375,2.421,34.495,2.16,66.673
2695.75,90.307,87.54017887,62.0831225,2.399,33.712,2.168,68.06
2695.875,87.706,87.53799586,62.08600125,2.385,33.73,2.169,68.486
2696,87.545,87.53581291,62.08888,2.372,33.898,2.167,67.88
2696.125,87.995,87.53363001,62.09175875,2.357,34.483,2.165,67.122
2696.25,90.03,87.53144717,62.0946375,2.346,35.182,2.162,66.289
2696.375,93.025,87.52926438,62.09751625,2.341,35.86,2.161,65.99
2696.5,95.021,87.52708165,62.100395,2.338,36.572,2.162,66.076
2696.625,96.86,87.52489897,62.10327375,2.341,37.429,2.164,66.069
2696.75,98.163,87.52271634,62.1061525,2.349,38.253,2.168,65.784
2696.875,98.484,87.52053377,62.10903125,2.356,38.167,2.174,65.392
2697,97.871,87.51835125,62.11191,2.362,37.818,2.188,65.255
2697.125,96.987,87.51616879,62.11478875,2.37,36.579,2.207,65.196
2697.25,95.317,87.51398639,62.1176675,2.373,34.99,2.233,65.208
2697.375,93.06,87.51180403,62.12054625,2.372,34.092,2.253,64.975
2697.5,91.506,87.50962173,62.123425,2.368,33.405,2.269,64.21
2697.625,90.082,87.50743949,62.12630375,2.361,33.381,2.281,63.463
2697.75,89.14,87.5052573,62.1291825,2.358,33.578,2.277,63.017
2697.875,89.151,87.50307517,62.13206125,2.36,33.751,2.259,63.145
2698,90.551,87.50089309,62.13494,2.365,33.894,2.215,63.439
2698.125,92.567,87.49871106,62.13781875,2.371,34.197,2.162,63.602
2698.25,96.159,87.49652909,62.1406975,2.377,35.088,2.1,63.429
2698.375,100.253,87.49434717,62.14357625,2.381,36.465,2.059,63.146
2698.5,101.841,87.49216531,62.146455,2.387,37.732,2.044,62.822
2698.625,102.879,87.4899835,62.14933375,2.405,38.286,2.043,62.258
2698.75,102.382,87.48780174,62.1522125,2.428,37.965,2.076,61.002
2698.875,100.374,87.48562004,62.15509125,2.444,36.435,2.129,59.235
2699,97.266,87.4834384,62.15797,2.458,34.639,2.241,55.941
2699.125,93.224,87.48125681,62.16084875,2.471,31.706,2.386,52.085
2699.25,86.789,87.47907527,62.1637275,2.476,28.344,2.591,47.607
2700.875,83.359,87.45072024,62.20115125,2.46,25.78,2.82,61.627
2701,87.257,87.44853947,62.20403,2.458,28.162,2.613,62.249
2701.125,91.478,87.44635875,62.20690875,2.46,31.288,2.405,62.694
2701.25,96.378,87.44417808,62.2097875,2.465,34.83,2.223,62.93
2701.375,100.55,87.44199747,62.21266625,2.468,36.802,2.112,63.516
2701.5,101.449,87.43981691,62.215545,2.47,38.278,2.03,64.909
2701.625,101.872,87.43763641,62.21842375,2.47,38.418,1.952,66.335
2701.75,101.224,87.43545596,62.2213025,2.469,38.417,1.895,67.457
2701.875,100.24,87.43327557,62.22418125,2.469,39.306,1.871,67.736
2702,100.259,87.43109523,62.22706,2.47,40.394,1.869,67.377
2702.125,100.34,87.42891494,62.22993875,2.475,41.879,1.871,66.908
2702.25,100.322,87.42673471,62.2328175,2.484,43.049,1.883,66.291
2702.375,99.589,87.42455453,62.23569625,2.491,42.764,1.892,65.839
2702.5,98.572,87.42237441,62.238575,2.497,42.235,1.9,65.32
2702.625,97.814,87.42019434,62.24145375,2.501,41.417,1.906,64.615
2702.75,98.07,87.41801433,62.2443325,2.498,41.338,1.909,63.497
2702.875,99.923,87.41583437,62.24721125,2.494,42.406,1.909,62.338
2703,102.032,87.41365446,62.25009,2.489,43.462,1.908,61.264
2703.125,103.811,87.41147461,62.25296875,2.483,44.032,1.906,60.362
2703.25,104.324,87.40929481,62.2558475,2.482,43.871,1.904,59.988
2703.375,102.736,87.40711507,62.25872625,2.483,43.556,1.901,60.01
2703.5,99.857,87.40493538,62.261605,2.487,43.325,1.895,60.418
2703.625,96.818,87.40275575,62.26448375,2.498,43.144,1.888,61.081
2703.75,93.767,87.40057617,62.2673625,2.509,42.583,1.878,62.269
2703.875,92.218,87.39839665,62.27024125,2.513,41.94,1.871,63.41
2704,93.312,87.39621718,62.27312,2.512,41.418,1.864,64.284
2704.125,94.904,87.39403776,62.27599875,2.5,41.367,1.856,64.971
2704.25,97.548,87.3918584,62.2788775,2.478,41.615,1.85,65.145
2704.375,99.947,87.38967909,62.28175625,2.46,42.28,1.847,65.02
2704.5,100.098,87.38749984,62.284635,2.441,42.983,1.843,64.638
2704.625,99.928,87.38532064,62.28751375,2.419,43.381,1.839,64.103
2704.75,99.195,87.3831415,62.2903925,2.406,42.97,1.833,63.279
2704.875,98.846,87.38096241,62.29327125,2.406,41.773,1.829,62.539
2705,99.589,87.37878337,62.29615,2.411,40.641,1.827,61.92
2705.125,100.347,87.37660439,62.29902875,2.42,40.138,1.825,61.386
2705.25,100.873,87.37442546,62.3019075,2.425,40.447,1.824,61.148
2705.375,100.519,87.37224659,62.30478625,2.425,41.442,1.823,61.255
2705.5,99.947,87.37006777,62.307665,2.421,42.382,1.819,62.049
2705.625,99.662,87.36788901,62.31054375,2.414,42.807,1.813,63.067
2705.75,100.214,87.3657103,62.3134225,2.408,42.633,1.803,64.329
2705.875,101.447,87.36353164,62.31630125,2.408,41.99,1.794,65.072
2706,101.773,87.36135304,62.31918,2.41,41.29,1.782,65.37
2706.125,101.673,87.3591745,62.32205875,2.417,40.429,1.767,65.663
2706.25,100.485,87.356996,62.3249375,2.424,39.541,1.749,65.955
