Depth,AC,nAC,Pv,DEN,CN,LLD,GR
3133.25,91.877,80.22351088,72.1587475,2.418,30.769,2.623,72.038
3133.375,93.188,80.22151033,72.16162625,2.439,31.805,2.622,70.602
3133.5,92.402,80.21950983,72.164505,2.458,32.837,2.609,68.091
3133.625,91.421,80.21750938,72.16738375,2.466,33.797,2.593,65.391
3133.75,90.083,80.21550898,72.1702625,2.469,34.487,2.571,62.969
3133.875,88.653,80.21350863,72.17314125,2.471,34.398,2.551,62.232
3134,88.981,80.21150833,72.17602,2.473,34.182,2.545,63.686
3134.125,89.706,80.20950808,72.17889875,2.478,33.716,2.537,65.615
3134.25,91.367,80.20750788,72.1817775,2.484,33.503,2.521,68.048
3134.375,93.895,80.20550773,72.18465625,2.495,33.957,2.491,69.39
3134.5,95.403,80.20350763,72.187535,2.504,34.473,2.45,69.534
3134.625,96.477,80.20150758,72.19041375,2.509,34.964,2.401,69.525
3134.75,96.78,80.19950758,72.1932925,2.512,35.144,2.33,69.386
3134.875,97.016,80.19750763,72.19617125,2.512,35.019,2.255,69.634
3135,97.814,80.19550773,72.19905,2.507,34.862,2.216,70.266
3135.125,98.677,80.19350788,72.20192875,2.501,34.716,2.177,70.74
3135.25,99.685,80.19150808,72.2048075,2.495,34.762,2.139,70.663
3135.375,100.759,80.18950833,72.20768625,2.488,34.976,2.104,70.145
3135.5,100.583,80.18750863,72.210565,2.483,35.194,2.083,70.019
3135.625,100.179,80.18550898,72.21344375,2.482,35.385,2.06,70.259
3135.75,99.313,80.18350938,72.2163225,2.482,35.547,2.031,71.233
3135.875,98.197,80.18150983,72.21920125,2.485,35.915,2.003,72.103
3136,98.009,80.17951033,72.22208,2.49,36.301,1.987,72.709
3136.125,98.057,80.17751087,72.22495875,2.495,36.518,1.971,73.347
3136.25,98.567,80.17551147,72.2278375,2.499,36.303,1.956,74.027
3136.375,99.253,80.17351212,72.23071625,2.504,35.853,1.945,74.587
3136.5,99.227,80.17151282,72.233595,2.506,35.494,1.941,75.066
3136.625,99.03,80.16951357,72.23647375,2.505,35.568,1.938,75.514
3136.75,98.466,80.16751436,72.2393525,2.502,36.022,1.94,75.841
3136.875,97.639,80.16551521,72.24223125,2.497,36.224,1.949,76.018
3137,97.129,80.16351611,72.24511,2.492,36.26,1.965,75.905
3137.125,96.761,80.16151706,72.24798875,2.489,35.806,1.988,75.548
3137.25,96.697,80.15951805,72.2508675,2.488,35.199,2.029,74.618
3137.375,96.847,80.1575191,72.25374625,2.487,34.785,2.082,73.531
3137.5,97.125,80.1555202,72.256625,2.487,34.52,2.128,72.177
3137.625,97.297,80.15352134,72.25950375,2.487,34.865,2.181,70.831
3137.75,97.115,80.15152254,72.2623825,2.488,35.549,2.253,69.774
3137.875,96.342,80.14952379,72.26526125,2.489,35.677,2.332,69.353
3138,95.236,80.14752508,72.26814,2.489,35.623,2.386,68.992
3138.125,94.336,80.14552643,72.27101875,2.488,35.017,2.444,68.43
3138.25,93.919,80.14352782,72.2738975,2.488,34.22,2.516,67.459
3138.375,93.926,80.14152927,72.27677625,2.488,33.35,2.586,66.551
3138.5,94.325,80.13953077,72.279655,2.489,32.486,2.618,65.755
3138.625,94.626,80.13753231,72.28253375,2.491,31.812,2.645,65.047
3138.75,94.667,80.13553391,72.2854125,2.495,31.55,2.66,64.666
3138.875,94.428,80.13353555,72.28829125,2.5,31.915,2.659,64.644
3139,94.079,80.13153725,72.29117,2.506,32.291,2.648,65.052
3139.125,93.791,80.12953899,72.29404875,2.509,32.396,2.635,65.633
3139.25,93.633,80.12754078,72.2969275,2.511,32.01,2.619,66.486
3139.375,93.556,80.12554263,72.29980625,2.515,31.555,2.604,67.089
3139.5,93.672,80.12354452,72.302685,2.518,31.239,2.597,67.047
3139.625,93.807,80.12154647,72.30556375,2.522,31.388,2.586,66.735
3139.75,94.013,80.11954846,72.3084425,2.525,31.637,2.566,65.926
3139.875,94.369,80.1175505,72.31132125,2.53,32.135,2.535,65.266
3140,94.998,80.1155526,72.3142,2.532,32.811,2.505,64.987
3140.125,95.674,80.11355474,72.31707875,2.532,34.133,2.471,64.802
3140.25,96.574,80.11155693,72.3199575,2.53,35.742,2.424,64.816
3140.375,97.952,80.10955918,72.32283625,2.525,36.588,2.373,64.897
3140.5,99.129,80.10756147,72.325715,2.518,37.167,2.339,65.723
3140.625,100.122,80.10556381,72.32859375,2.513,36.993,2.303,67.071
3140.75,100.816,80.10356621,72.3314725,2.509,36.802,2.259,69.416
3140.875,101.556,80.10156865,72.33435125,2.504,36.925,2.215,71.52
3141,101.892,80.09957114,72.33723,2.5,36.971,2.198,73.049
3141.125,102.067,80.09757368,72.34010875,2.499,36.591,2.185,74.122
3141.25,101.835,80.09557627,72.3429875,2.497,35.938,2.184,73.923
3141.375,101.145,80.09357891,72.34586625,2.495,35.45,2.197,72.943
3141.5,100.206,80.09158161,72.348745,2.493,35.005,2.221,71.506
3141.625,99.363,80.08958435,72.35162375,2.494,34.698,2.254,70.01
3141.75,98.676,80.08758714,72.3545025,2.496,34.518,2.312,68.586
3141.875,97.946,80.08558998,72.35738125,2.499,34.759,2.389,67.566
3142,97.539,80.08359287,72.36026,2.5,35.082,2.459,66.115
3142.125,97.212,80.08159581,72.36313875,2.499,35.436,2.542,64.523
3142.25,97.004,80.0795988,72.3660175,2.496,35.386,2.66,63.014
3142.375,96.746,80.07760184,72.36889625,2.49,34.77,2.793,62.443
3142.5,96.444,80.07560493,72.371775,2.483,34.173,2.879,62.924
3142.625,96.171,80.07360807,72.37465375,2.48,33.799,2.969,63.714
3142.75,95.973,80.07161126,72.3775325,2.478,33.688,3.071,65.054
3142.875,95.886,80.0696145,72.38041125,2.477,33.561,3.167,66.201
3143,96.18,80.06761779,72.38329,2.479,33.413,3.22,66.897
3143.125,96.503,80.06562112,72.38616875,2.481,33.4,3.275,67.346
3143.25,96.891,80.06362451,72.3890475,2.483,33.829,3.342,67.198
3143.375,97.341,80.06162795,72.39192625,2.486,34.597,3.411,66.845
3143.5,97.495,80.05963144,72.394805,2.487,35.26,3.458,66.391
3143.625,97.57,80.05763498,72.39768375,2.487,35.274,3.51,65.757
3143.75,97.472,80.05563856,72.4005625,2.487,34.631,3.578,64.655
3143.875,97.234,80.0536422,72.40344125,2.489,34.039,3.657,63.292
3144,96.998,80.05164589,72.40632,2.493,33.624,3.721,61.12
3144.125,96.812,80.04964963,72.40919875,2.497,33.798,3.797,58.734
3144.25,96.722,80.04765341,72.4120775,2.501,34.207,3.906,56.315
3144.375,96.667,80.04565725,72.41495625,2.506,34.325,4.029,54.917
3144.5,96.561,80.04366114,72.417835,2.51,34.37,4.1,54.807
3144.625,96.429,80.04166507,72.42071375,2.511,34.306,4.171,55.167
3144.75,96.23,80.03966906,72.4235925,2.512,34.371,4.239,56.458
3144.875,95.964,80.03767309,72.42647125,2.513,34.373,4.296,57.686
3145,95.838,80.03567718,72.42935,2.512,34.253,4.334,58.398
3145.125,95.717,80.03368131,72.43222875,2.511,33.696,4.381,58.707
3145.25,95.498,80.0316855,72.4351075,2.51,33.008,4.449,58
3145.375,94.904,80.02968973,72.43798625,2.509,32.789,4.524,56.868
3145.5,93.856,80.02769402,72.440865,2.509,32.687,4.554,55.604
3145.625,92.869,80.02569835,72.44374375,2.511,32.727,4.575,54.448
3145.75,91.985,80.02370274,72.4466225,2.513,32.452,4.568,53.741
3145.875,91.107,80.02170717,72.44950125,2.518,31.399,4.536,53.546
3146,91.154,80.01971165,72.45238,2.524,30.234,4.497,53.68
3146.125,91.437,80.01771619,72.45525875,2.529,29.155,4.452,53.955
3146.25,92.349,80.01572077,72.4581375,2.532,28.749,4.388,54.497
3146.375,94.033,80.0137254,72.46101625,2.532,29.894,4.317,54.956
3146.5,95.596,80.01173009,72.463895,2.529,31.29,4.276,55.297
3146.625,96.848,80.00973482,72.46677375,2.526,33,4.239,55.656
3146.75,97.442,80.0077396,72.4696525,2.524,34.082,4.217,56.015
3146.875,97.625,80.00574443,72.47253125,2.522,34.032,4.227,56.22
3147,97.129,80.00374931,72.47541,2.522,33.9,4.28,55.625
3147.125,96.602,80.00175425,72.47828875,2.522,33.737,4.357,54.548
3147.25,95.945,79.99975923,72.4811675,2.521,33.766,4.503,52.593
3147.375,95.007,79.99776426,72.48404625,2.52,33.529,4.703,51.002
3147.5,94.249,79.99576934,72.486925,2.519,33.143,4.881,50.055
3147.625,93.637,79.99377447,72.48980375,2.518,32.422,5.09,49.226
3147.75,93.312,79.99177965,72.4926825,2.518,31.893,5.382,48.666
3147.875,93.119,79.98978488,72.49556125,2.517,32.075,5.7,48.211
3148,93.135,79.98779016,72.49844,2.518,32.348,5.871,47.71
3148.125,93.135,79.98579549,72.50131875,2.519,32.667,6.025,47.39
3148.25,93.032,79.98380087,72.5041975,2.52,32.642,6.125,47.627
3148.375,92.676,79.9818063,72.50707625,2.521,32,6.135,48.243
3148.5,92.076,79.97981177,72.509955,2.521,31.315,6.049,48.992
3148.625,91.557,79.9778173,72.51283375,2.521,30.613,5.933,49.731
3148.75,91.261,79.97582288,72.5157125,2.52,30.058,5.735,50.38
3148.875,91.263,79.97382851,72.51859125,2.519,29.783,5.497,50.905
3149,91.796,79.97183419,72.52147,2.52,29.592,5.316,51.856
3149.125,92.303,79.96983991,72.52434875,2.521,29.762,5.109,53.053
3149.25,92.746,79.96784569,72.5272275,2.523,30.263,4.827,54.686
3149.375,93.162,79.96585152,72.53010625,2.527,30.815,4.513,56.216
3149.5,93.488,79.96385739,72.532985,2.53,31.259,4.316,58.462
3149.625,93.825,79.96186332,72.53586375,2.532,31.24,4.115,60.911
3149.75,94.249,79.95986929,72.5387425,2.533,30.965,3.912,63.312
3149.875,94.884,79.95787532,72.54162125,2.534,31.046,3.76,64.599
3150,95.223,79.9558814,72.5445,2.534,31.247,3.759,64.588
3150.125,95.302,79.95388752,72.54737875,2.534,31.481,3.795,63.796
3150.25,94.431,79.9518937,72.5502575,2.534,30.86,3.93,61.064
3150.375,91.713,79.94989992,72.55313625,2.535,28.16,4.123,57.451
3152.125,87.285,79.92199228,72.59343875,2.528,28.714,2.743,69.611
3152.25,89.399,79.91999925,72.5963175,2.528,31.195,2.583,69.712
3152.375,92.724,79.91800627,72.59919625,2.524,33.777,2.463,69.948
3152.5,94.809,79.91601334,72.602075,2.518,35.979,2.414,70.367
3152.625,96.193,79.91402046,72.60495375,2.514,36.726,2.364,70.893
3152.75,96.044,79.91202763,72.6078325,2.512,36.722,2.313,71.523
3152.875,94.797,79.91003485,72.61071125,2.514,36.278,2.273,71.796
3153,93.628,79.90804212,72.61359,2.521,35.796,2.28,71.277
3153.125,92.802,79.90604944,72.61646875,2.526,35.237,2.306,70.557
3153.25,92.628,79.9040568,72.6193475,2.53,34.567,2.388,69.59
3153.375,92.574,79.90206422,72.62222625,2.534,33.109,2.523,68.975
3153.5,91.502,79.90007169,72.625105,2.537,31.38,2.656,68.307
3153.625,90.196,79.89807921,72.62798375,2.542,29.131,2.813,67.484
3153.75,88.286,79.89608677,72.6308625,2.548,27.235,3.038,66.47
3159.5,89.009,79.80448852,72.763285,2.466,27.056,4.41,66.909
3159.625,92.463,79.80249842,72.76616375,2.468,28.262,3.928,69.968
3159.75,96.731,79.80050837,72.7690425,2.474,30.486,3.442,72.006
3159.875,102.048,79.79851837,72.77192125,2.489,34.41,3.02,72.439
3160,104.064,79.79652842,72.7748,2.506,37.281,2.825,72.3
3160.125,105.21,79.79453852,72.77767875,2.517,37.282,2.638,72.315
3160.25,104.699,79.79254867,72.7805575,2.526,36.416,2.472,72.687
3160.375,103.548,79.79055887,72.78343625,2.533,35.548,2.358,72.985
3160.5,102.051,79.78856911,72.786315,2.534,34.685,2.349,71.723
3160.625,100.333,79.78657941,72.78919375,2.531,33.46,2.357,69.63
3160.75,97.553,79.78458976,72.7920725,2.527,31.369,2.408,66.078
3160.875,92.497,79.78260015,72.79495125,2.518,29.041,2.484,63.223
3161,87.944,79.7806106,72.79783,2.509,26.921,2.548,61.816
3161.5,86.848,79.77265288,72.809345,2.499,26.754,2.975,64.328
3161.625,88.854,79.77066358,72.81222375,2.505,27.328,3.084,65.34
3161.75,90.244,79.76867432,72.8151025,2.513,27.663,3.194,65.849
3161.875,91.687,79.76668511,72.81798125,2.524,28.137,3.268,65.974
3162,93.236,79.76469596,72.82086,2.531,28.697,3.261,66.282
3162.125,94.694,79.76270685,72.82373875,2.533,29.7,3.235,66.698
3162.25,96.042,79.76071779,72.8266175,2.532,30.901,3.158,67.209
3162.375,97.551,79.75872878,72.82949625,2.53,32.066,3.044,67.386
3162.5,98.429,79.75673982,72.832375,2.527,33.216,2.94,67.128
3162.625,99.166,79.75475092,72.83525375,2.528,34.294,2.82,66.953
3162.75,99.723,79.75276206,72.8381325,2.529,35.132,2.659,67.201
3162.875,100.437,79.75077325,72.84101125,2.534,35.165,2.489,68.074
3163,101.035,79.74878449,72.84389,2.538,35.123,2.394,70.191
3163.125,101.57,79.74679578,72.84676875,2.539,35.193,2.3,72.532
3163.25,102.003,79.74480712,72.8496475,2.539,35.804,2.208,74.79
3163.375,102.412,79.7428185,72.85252625,2.536,36.6,2.135,75.75
3163.5,102.021,79.74082994,72.855405,2.532,37.19,2.116,75.438
3163.625,101.408,79.73884143,72.85828375,2.53,36.772,2.104,74.86
3163.75,100.153,79.73685297,72.8611625,2.529,35.474,2.115,73.854
3163.875,98.016,79.73486455,72.86404125,2.525,33.979,2.146,73.067
3164,96.141,79.73287619,72.86692,2.518,32.634,2.19,72.355
3164.125,94.603,79.73088788,72.86979875,2.513,31.856,2.244,71.744
3164.25,93.675,79.72889961,72.8726775,2.507,31.347,2.327,71.565
3164.375,92.844,79.7269114,72.87555625,2.502,30.833,2.422,71.943
3164.5,92.463,79.72492323,72.878435,2.501,30.321,2.48,72.46
3164.625,92.259,79.72293512,72.88131375,2.501,29.932,2.535,72.671
3164.75,92.583,79.72094705,72.8841925,2.501,29.791,2.578,72.029
3164.875,93.723,79.71895904,72.88707125,2.498,30.469,2.597,70.927
3165,95.56,79.71697107,72.88995,2.494,31.38,2.585,69.653
3165.125,97.216,79.71498315,72.89282875,2.49,32.942,2.568,68.506
3165.25,98.516,79.71299528,72.8957075,2.486,34.584,2.541,67.86
3165.375,99.665,79.71100747,72.89858625,2.482,35.482,2.512,67.775
3165.5,99.703,79.7090197,72.901465,2.48,36.144,2.496,68.177
3165.625,99.565,79.70703198,72.90434375,2.481,36.131,2.48,68.768
3165.75,99.076,79.70504431,72.9072225,2.484,36.04,2.46,69.685
3165.875,98.398,79.70305669,72.91010125,2.49,36.283,2.441,70.431
3166,98.139,79.70106912,72.91298,2.497,36.562,2.431,70.98
3166.125,98.002,79.6990816,72.91585875,2.499,36.755,2.421,71.459
3166.25,98.078,79.69709413,72.9187375,2.499,36.64,2.408,71.73
3166.375,98.173,79.69510671,72.92161625,2.497,35.99,2.393,71.86
3166.5,97.982,79.69311933,72.924495,2.493,35.239,2.38,72.106
3166.625,97.737,79.69113201,72.92737375,2.491,34.253,2.365,72.411
3166.75,97.342,79.68914474,72.9302525,2.488,33.307,2.344,72.783
3166.875,96.746,79.68715752,72.93313125,2.481,32.814,2.321,73.017
3167,96.293,79.68517034,72.93601,2.472,32.433,2.312,73.046
3167.125,95.933,79.68318322,72.93888875,2.464,32.469,2.307,72.928
3167.25,95.768,79.68119614,72.9417675,2.457,32.861,2.315,72.401
3167.375,95.741,79.67920912,72.94464625,2.45,33.395,2.339,71.554
3167.5,96.009,79.67722214,72.947525,2.448,33.843,2.378,69.797
3167.625,96.281,79.67523522,72.95040375,2.451,33.869,2.429,67.94
3167.75,96.547,79.67324834,72.9532825,2.456,33.416,2.51,66.425
3167.875,96.772,79.67126151,72.95616125,2.466,32.481,2.605,66.242
3168,96.67,79.66927474,72.95904,2.478,31.599,2.67,67.66
3168.125,96.497,79.66728801,72.96191875,2.488,31.174,2.74,69.414
3168.25,96.102,79.66530133,72.9647975,2.499,31.357,2.825,71.573
3168.375,95.342,79.6633147,72.96767625,2.513,32.081,2.912,73.178
3168.5,94.39,79.66132812,72.970555,2.522,32.801,2.962,74.744
3168.625,93.542,79.65934159,72.97343375,2.523,33.281,3.012,76.029
3168.75,92.909,79.65735511,72.9763125,2.522,33.331,3.06,76.139
3168.875,92.409,79.65536868,72.97919125,2.518,33.179,3.095,74.721
3169,92.641,79.6533823,72.98207,2.514,33.071,3.099,71.302
3169.125,92.985,79.65139597,72.98494875,2.513,33.104,3.096,67.877
3169.25,93.593,79.64940969,72.9878275,2.512,33.215,3.077,65.508
3169.375,94.456,79.64742346,72.99070625,2.512,33.552,3.047,65.657
3169.5,94.996,79.64543727,72.993585,2.512,33.976,3.024,68.326
3169.625,95.416,79.64345114,72.99646375,2.512,34.785,2.999,71.181
3169.75,95.651,79.64146506,72.9993425,2.512,35.929,2.966,73.587
3169.875,95.963,79.63947902,73.00222125,2.514,36.49,2.929,74.136
3170,96.331,79.63749304,73.0051,2.518,36.776,2.898,73.245
3170.125,96.65,79.6355071,73.00797875,2.518,36.26,2.866,72.201
3170.25,96.858,79.63352122,73.0108575,2.513,35.616,2.832,71.05
3170.375,96.972,79.63153538,73.01373625,2.488,35.252,2.812,70.247
3170.5,96.823,79.62954959,73.016615,2.452,34.832,2.836,68.803
3170.625,96.626,79.62756386,73.01949375,2.43,33.934,2.883,66.787
3170.75,96.244,79.62557817,73.0223725,2.414,32.452,2.993,63.604
3170.875,95.478,79.62359253,73.02525125,2.409,31.163,3.159,60.42
3171,94.398,79.62160694,73.02813,2.417,30.109,3.32,56.691
3171.125,93.424,79.6196214,73.03100875,2.426,29.885,3.511,53.182
3171.25,92.689,79.61763591,73.0338875,2.434,30.103,3.784,50.995
3171.375,92.163,79.61565047,73.03676625,2.441,30.592,4.087,50.854
3171.5,92.477,79.61366508,73.039645,2.445,31.1,4.265,52.105
3171.625,92.859,79.61167974,73.04252375,2.446,31.677,4.433,53.494
3171.75,93.35,79.60969445,73.0454025,2.448,32.182,4.562,54.947
3171.875,93.839,79.60770921,73.04828125,2.454,31.865,4.588,56.054
3172,93.845,79.60572401,73.05116,2.464,31.339,4.471,57.992
3172.125,93.796,79.60373887,73.05403875,2.471,30.452,4.315,60.25
3172.25,93.7,79.60175378,73.0569175,2.476,29.954,4.063,62.701
3172.375,93.766,79.59976873,73.05979625,2.475,31.044,3.782,63.948
3172.5,94.324,79.59778374,73.062675,2.467,32.46,3.631,63.268
3172.625,94.88,79.59579879,73.06555375,2.459,34.446,3.486,61.979
3172.75,95.39,79.5938139,73.0684325,2.453,35.752,3.351,59.723
3172.875,95.736,79.59182905,73.07131125,2.453,35.166,3.249,58.149
3173,95.244,79.58984426,73.07419,2.461,34.309,3.229,57.515
3173.125,94.647,79.58785951,73.07706875,2.467,32.928,3.226,57.002
3173.25,93.773,79.58587481,73.0799475,2.471,31.792,3.272,56.643
3173.375,92.552,79.58389016,73.08282625,2.473,31.503,3.365,56.094
3173.5,91.711,79.58190557,73.085705,2.473,31.354,3.469,54.917
3173.625,91.065,79.57992102,73.08858375,2.476,31.625,3.59,53.736
3173.75,90.82,79.57793652,73.0914625,2.483,32.048,3.756,52.958
3173.875,90.816,79.57595207,73.09434125,2.498,32.746,3.932,53.171
3174,91.084,79.57396767,73.09722,2.513,33.491,4.028,54.709
3174.125,91.316,79.57198332,73.10009875,2.52,34.102,4.122,56.516
3174.25,91.444,79.56999901,73.1029775,2.524,34.203,4.21,58.497
3174.375,91.428,79.56801476,73.10585625,2.528,33.568,4.272,59.587
3174.5,91.246,79.56603056,73.108735,2.53,32.894,4.276,59.937
3174.625,91.105,79.56404641,73.11161375,2.532,32.273,4.27,60.214
3174.75,91.101,79.5620623,73.1144925,2.535,31.873,4.241,60.373
3174.875,91.316,79.56007825,73.11737125,2.54,31.657,4.205,60.553
3175,91.712,79.55809424,73.12025,2.543,31.417,4.195,60.722
3175.125,92.04,79.55611029,73.12312875,2.542,31.238,4.192,60.703
3175.25,92.173,79.55412638,73.1260075,2.538,31.392,4.209,60.115
3175.375,92.043,79.55214253,73.12888625,2.526,31.81,4.239,59.101
3175.5,91.429,79.55015872,73.131765,2.511,32.176,4.266,57.744
3175.625,90.799,79.54817496,73.13464375,2.498,32.298,4.297,56.489
3175.75,90.093,79.54619125,73.1375225,2.485,32.256,4.341,55.739
3175.875,89.222,79.5442076,73.14040125,2.469,32.163,4.397,55.658
3176,88.794,79.54222399,73.14328,2.457,32.108,4.453,55.662
3176.125,88.508,79.54024043,73.14615875,2.449,32.236,4.522,55.471
3176.25,88.501,79.53825692,73.1490375,2.438,32.514,4.622,54.841
3176.375,88.62,79.53627346,73.15191625,2.415,33,4.732,54.196
3176.5,88.725,79.53429005,73.154795,2.387,33.461,4.788,53.88
3176.625,88.807,79.53230668,73.15767375,2.372,33.608,4.839,53.702
3176.75,88.855,79.53032337,73.1605525,2.363,33.211,4.875,53.793
3176.875,88.919,79.52834011,73.16343125,2.363,32.113,4.892,53.834
3177,89.054,79.5263569,73.16631,2.377,30.979,4.89,53.482
3177.125,89.212,79.52437373,73.16918875,2.392,29.945,4.885,53.107
3177.25,89.461,79.52239062,73.1720675,2.41,29.25,4.872,52.907
3177.375,89.888,79.52040755,73.17494625,2.442,29.067,4.851,53.251
3177.5,90.269,79.51842454,73.177825,2.473,28.947,4.822,54.509
3177.625,90.565,79.51644157,73.18070375,2.488,28.981,4.782,55.937
3177.75,90.688,79.51445866,73.1835825,2.496,29.043,4.71,57.405
3177.875,90.727,79.51247579,73.18646125,2.496,29.738,4.616,58.156
3178,90.785,79.51049297,73.18934,2.491,30.639,4.54,58.282
3178.125,90.884,79.5085102,73.19221875,2.49,32.009,4.452,58.274
3178.25,91.112,79.50652748,73.1950975,2.493,33.193,4.33,58.02
3178.375,91.527,79.50454481,73.19797625,2.502,33.154,4.189,57.831
3178.5,91.856,79.50256219,73.200855,2.513,32.888,4.082,58.516
3178.625,92.091,79.50057962,73.20373375,2.517,32.281,3.96,59.841
3178.75,92.105,79.4985971,73.2066125,2.519,32.173,3.797,62.497
3178.875,91.925,79.49661463,73.20949125,2.516,33.054,3.631,65.148
3179,91.703,79.49463221,73.21237,2.507,33.961,3.544,67.889
3179.125,91.534,79.49264984,73.21524875,2.5,34.568,3.456,70.518
3179.25,91.459,79.49066751,73.2181275,2.494,34.595,3.366,72.406
3179.375,91.369,79.48868524,73.22100625,2.489,34.443,3.284,73.017
3179.5,91.22,79.48670302,73.223885,2.488,34.405,3.24,72.316
3179.625,91.105,79.48472084,73.22676375,2.486,34.709,3.195,71.228
3179.75,91.102,79.48273871,73.2296425,2.483,34.988,3.148,69.536
3179.875,91.281,79.48075664,73.23252125,2.475,35.284,3.107,68.302
3180,91.652,79.47877461,73.2354,2.464,35.682,3.092,67.76
3180.125,92.02,79.47679263,73.23827875,2.457,36.403,3.079,67.503
3180.25,92.428,79.47481071,73.2411575,2.451,37.154,3.071,67.933
3180.375,92.986,79.47282883,73.24403625,2.444,36.66,3.067,68.635
3180.5,93.134,79.470847,73.246915,2.439,35.84,3.07,69.603
3180.625,93.099,79.46886522,73.24979375,2.438,34.257,3.076,70.611
3180.75,92.612,79.46688349,73.2526725,2.44,32.785,3.092,71.502
3180.875,91.68,79.46490181,73.25555125,2.442,32.088,3.12,71.884
3181,91.031,79.46292018,73.25843,2.441,31.509,3.158,71.306
3181.125,90.59,79.4609386,73.26130875,2.438,31.347,3.208,70.172
3181.25,90.609,79.45895706,73.2641875,2.432,31.501,3.294,67.864
3181.375,90.986,79.45697558,73.26706625,2.428,32.213,3.41,65.478
3181.5,91.542,79.45499415,73.269945,2.428,33.009,3.511,62.679
3181.625,91.995,79.45301276,73.27282375,2.431,33.851,3.629,59.8
3181.75,92.195,79.45103143,73.2757025,2.436,34.308,3.797,57.213
3181.875,92.126,79.44905014,73.27858125,2.441,33.865,3.989,55.743
3182,91.617,79.44706891,73.28146,2.445,33.322,4.113,54.918
3182.125,91.105,79.44508772,73.28433875,2.452,32.707,4.246,54.225
3182.25,90.545,79.44310658,73.2872175,2.469,32.34,4.402,53.911
3182.375,89.837,79.4411255,73.29009625,2.491,31.784,4.547,53.891
3182.5,89.531,79.43914446,73.292975,2.507,31.114,4.608,54.231
3182.625,89.411,79.43716347,73.29585375,2.519,30.283,4.662,54.802
3182.75,89.755,79.43518253,73.2987325,2.525,29.831,4.698,55.83
3182.875,90.601,79.43320164,73.30161125,2.52,30.496,4.715,56.765
3183,91.384,79.4312208,73.30449,2.513,31.264,4.716,57.086
3183.125,91.959,79.42924001,73.30736875,2.505,31.816,4.718,57.037
3183.25,92.068,79.42725926,73.3102475,2.497,31.521,4.721,56.195
3183.375,91.842,79.42527857,73.31312625,2.49,30.644,4.724,55.3
3183.5,91.575,79.42329793,73.316005,2.487,29.84,4.715,54.86
3183.625,91.398,79.42131733,73.31888375,2.486,29.488,4.699,54.719
3183.75,91.417,79.41933679,73.3217625,2.49,29.618,4.661,55.314
3183.875,91.576,79.41735629,73.32464125,2.5,30.28,4.606,56.237
3184,91.77,79.41537585,73.32752,2.511,30.968,4.563,57.748
3184.125,91.946,79.41339545,73.33039875,2.524,31.548,4.517,59.346
3184.25,92.111,79.41141511,73.3332775,2.54,31.796,4.461,60.747
3184.375,92.338,79.40943481,73.33615625,2.55,31.718,4.407,61.229
3184.5,92.489,79.40745456,73.339035,2.553,31.669,4.375,60.698
3184.625,92.608,79.40547436,73.34191375,2.554,31.903,4.341,59.946
3184.75,92.69,79.40349421,73.3447925,2.55,32.502,4.301,58.945
3184.875,92.841,79.40151411,73.34767125,2.536,32.889,4.268,58.45
3185,93.224,79.39953406,73.35055,2.52,33.087,4.27,58.516
3185.125,93.645,79.39755406,73.35342875,2.502,32.719,4.288,58.487
3185.25,94.203,79.39557411,73.3563075,2.481,32.315,4.352,58.002
3185.375,95,79.39359421,73.35918625,2.475,32.176,4.461,56.904
3185.5,95.498,79.39161435,73.362065,2.48,32.017,4.57,54.778
3185.625,95.847,79.38963455,73.36494375,2.491,31.802,4.696,52.576
3185.75,95.882,79.3876548,73.3678225,2.506,31.615,4.865,50.743
3185.875,95.701,79.38567509,73.37070125,2.514,31.895,5.041,50.116
3186,95.304,79.38369543,73.37358,2.515,32.31,5.139,50.554
3186.125,94.907,79.38171583,73.37645875,2.513,32.997,5.235,51.248
3186.25,94.479,79.37973627,73.3793375,2.508,33.545,5.331,52.332
3186.375,93.952,79.37775676,73.38221625,2.498,33.548,5.411,53.096
3186.5,93.755,79.37577731,73.385095,2.49,33.512,5.447,53.373
3186.625,93.633,79.3737979,73.38797375,2.481,33.461,5.484,53.52
3186.75,93.597,79.37181854,73.3908525,2.468,33.393,5.524,53.428
3186.875,93.41,79.36983923,73.39373125,2.458,32.931,5.56,53.403
3187,92.811,79.36785997,73.39661,2.455,32.39,5.576,53.474
3187.125,92.198,79.36588076,73.39948875,2.454,31.591,5.595,53.402
3187.25,91.505,79.36390159,73.4023675,2.458,30.635,5.627,52.918
3187.375,90.601,79.36192248,73.40524625,2.462,29.95,5.678,52.196
3187.5,89.867,79.35994342,73.408125,2.463,29.43,5.744,51.309
3187.625,89.225,79.3579644,73.41100375,2.461,29.544,5.821,50.525
3187.75,88.731,79.35598544,73.4138825,2.455,30.135,5.92,50.176
3187.875,88.225,79.35400652,73.41676125,2.449,30.865,6.005,50.372
3188,88.103,79.35202766,73.41964,2.449,31.454,6.001,51.173
3188.125,88.06,79.35004884,73.42251875,2.453,31.277,5.976,52.084
3188.25,88.168,79.34807007,73.4253975,2.469,30.333,5.896,53.034
3188.375,88.338,79.34609136,73.42827625,2.49,29.333,5.791,53.572
3188.5,88.452,79.34411269,73.431155,2.504,28.501,5.737,53.965
3188.625,88.554,79.34213407,73.43403375,2.516,28.302,5.691,54.273
