Depth,AC,DEN,Ip,Pp
2376.375,94.711,2.316,7453.377116,24.72371038
2376.5,91.421,2.326,7754.944706,22.96521211
2376.625,88.815,2.333,8006.512413,21.45612017
2376.75,87.986,2.337,8095.806151,20.95416323
2376.875,88.144,2.336,8077.836268,21.05367029
2377,88.453,2.332,8035.83372,21.24468436
2377.125,88.856,2.327,7982.236427,21.49060565
2377.25,89.433,2.322,7913.696287,21.8368866
2377.375,90.231,2.322,7843.707817,22.30582885
2377.5,91.436,2.324,7747.005556,22.99347158
2377.625,93.735,2.325,7560.24964,24.24243111
2377.75,95.825,2.326,7398.536916,25.31360186
2377.875,96.47,2.327,7352.229709,25.63427688
2378,96.216,2.332,7387.478174,25.51214649
2378.125,94.106,2.34,7579.027905,24.44649085
2378.25,91.076,2.351,7867.987176,22.80603442
2378.375,89.21,2.354,8042.811344,21.72684918
2378.5,87.961,2.348,8136.224008,20.97311228
2378.625,87.461,2.34,8154.857594,20.6652552
2378.75,87.492,2.334,8131.065697,20.68707307
2378.875,87.157,2.339,8179.804261,20.47930123
2379,86.4,2.351,8293.805556,19.99918431
2379.125,85.118,2.367,8476.016824,19.1598262
2379.375,85.288,2.399,8573.482788,19.278131
2379.5,86.457,2.394,8439.931989,20.04564839
2379.625,88.305,2.38,8214.982164,21.20617269
2379.75,89.467,2.348,7999.266769,21.90632647
2379.875,89.728,2.315,7863.899786,22.06240701
2380,89.784,2.295,7791.098637,22.09769198
2380.125,89.828,2.28,7736.385092,22.12591049
2380.25,90.034,2.265,7667.903237,22.24850857
2380.375,90.292,2.256,7615.611571,22.40046811
2380.5,90.639,2.25,7566.279416,22.60232371
2380.625,91.445,2.245,7482.924162,23.0606356
2380.75,92.469,2.237,7373.688479,23.62796328
2380.875,92.919,2.234,7328.13741,23.87376974
2381,92.885,2.238,7343.945739,23.85798756
2381.125,92.069,2.248,7442.140134,23.41666633
2381.25,91.474,2.267,7553.857927,23.0892835
2381.375,91.986,2.285,7571.456526,23.37595351
2381.5,93.337,2.292,7484.7231,24.10966627
2381.625,95.682,2.294,7307.656613,25.32044546
2381.75,96.141,2.299,7288.61984,25.55087498
2381.875,94.255,2.314,7482.968543,24.59914953
2382,91.076,2.334,7811.094031,22.88052007
2382.125,86.126,2.357,8341.425354,19.88284751
2383.25,85.463,2.287,8156.484093,19.46971765
2383.375,85.897,2.26,8019.465173,19.75791103
2383.5,85.767,2.253,8006.743853,19.6751304
2383.625,85.386,2.253,8042.470663,19.42593773
2383.75,85.758,2.255,8014.692507,19.67409181
2383.875,86.637,2.252,7922.822812,20.24669417
2384,87.59,2.246,7815.741523,20.85119584
2384.125,88.203,2.239,7737.233427,21.23234107
2384.25,87.952,2.23,7728.124432,21.08053736
2384.375,87.7,2.224,7729.477765,20.92700332
2384.5,87.771,2.222,7716.279865,20.97352324
2384.625,88.415,2.221,7656.6284,21.37163089
2384.75,88.99,2.221,7607.15586,21.72132
2384.875,89.014,2.221,7605.104815,21.7381592
2385,88.808,2.22,7619.313575,21.61695567
2385.125,88.715,2.22,7627.300907,21.56335357
2385.25,89.287,2.22,7578.43807,21.90836569
2385.375,89.973,2.222,7527.431563,22.31449178
2385.5,90.573,2.226,7491.027127,22.66377012
2385.625,90.854,2.231,7484.632487,22.82670687
2385.75,90.536,2.24,7541.221172,22.64751431
2385.875,90.112,2.246,7596.99929,22.40526035
2386,89.649,2.248,7643.034501,22.13717828
2386.125,88.925,2.248,7705.261737,21.70949483
2386.625,87.612,2.244,7806.820983,20.91646918
2386.75,88.535,2.248,7739.203705,21.48645494
2386.875,89.697,2.256,7666.129302,22.18271736
2387,91.15,2.265,7574.020845,23.02175559
2387.125,93.504,2.278,7425.718686,24.31097938
2387.25,95.49,2.3,7341.501728,25.33775199
2387.375,96.08,2.319,7356.694421,25.63439798
2387.5,95.823,2.326,7398.691337,25.5093621
2387.625,94.064,2.328,7543.527811,24.6153166
2387.75,92.099,2.325,7694.546086,23.56536106
2387.875,91.586,2.32,7721.005394,23.28376922
2388,92.126,2.317,7665.822895,23.58519731
2388.125,94.456,2.314,7467.044973,24.82880064
2388.25,96.879,2.311,7270.851268,26.04332034
2389.375,95.859,2.295,7297.342972,25.56517988
2389.5,91.913,2.309,7657.058305,23.49775792
2389.625,87.258,2.32,8103.967545,20.75372382
2390.125,85.344,2.303,8225,19.52464287
2390.25,86.901,2.286,8018.006697,20.5400875
2390.375,87.97,2.27,7865.135842,21.2121966
2390.5,88.906,2.261,7751.476841,21.78452557
2390.625,89.865,2.254,7645.014188,22.35552537
2390.75,90.622,2.245,7550.881684,22.79618944
2390.875,91.235,2.237,7473.421384,23.14686373
2391,91.947,2.233,7402.29045,23.54651044
2391.125,92.849,2.229,7317.248436,24.04124501
2391.25,93.254,2.223,7265.858837,24.26090266
2391.375,93.218,2.218,7252.316076,24.24420379
2391.5,93.122,2.217,7256.519405,24.19540109
2391.625,93.248,2.217,7246.714139,24.26522805
2391.75,93.5,2.219,7233.702674,24.40169752
2391.875,93.429,2.222,7248.986931,24.36655606
2392,93.042,2.225,7288.966273,24.16256885
2392.125,92.11,2.227,7369.336663,23.65884763
2392.25,91.217,2.229,7448.164268,23.16413444
2392.375,90.856,2.232,7487.822488,22.96214998
2392.5,90.683,2.236,7515.551978,22.86592596
2392.625,90.583,2.242,7544.038065,22.81113837
2392.75,90.522,2.254,7589.527408,22.77860934
2392.875,90.512,2.267,7634.143539,22.77535018
2393,90.518,2.272,7650.473939,22.78128503
2393.125,90.551,2.273,7651.051893,22.80272568
2393.25,90.6,2.267,7626.728477,22.83332489
2393.375,90.577,2.256,7591.649094,22.82262208
2393.5,90.481,2.252,7586.229153,22.76996144
2393.625,90.349,2.254,7604.059813,22.696379
2393.75,90.367,2.266,7643.020129,22.70925471
2393.875,90.584,2.284,7685.277753,22.83658971
2394,90.995,2.293,7680.712127,23.07350797
2394.125,91.82,2.297,7624.979307,23.53867463
2394.25,92.693,2.29,7530.147908,24.01958976
2394.375,93.336,2.277,7435.818977,24.36733351
2394.5,94.062,2.267,7346.022836,24.75257386
2394.625,94.879,2.256,7247.42883,25.1770618
2394.75,94.935,2.242,7198.205088,25.20817657
2394.875,94.352,2.234,7216.839071,24.91095676
2395,93.401,2.236,7296.846929,24.41446162
2395.125,91.811,2.243,7446.454129,23.55367511
2395.25,90.54,2.261,7611.58383,22.83870673
2395.375,89.905,2.276,7716.198209,22.4732172
2395.5,89.344,2.281,7781.706662,22.14515121
2395.625,88.759,2.284,7843.297018,21.79736204
2395.75,88.748,2.288,7858.006941,21.793194
2395.875,89.3,2.293,7826.49944,22.12644126
2396,90.227,2.293,7746.089308,22.6730554
2396.125,91.932,2.287,7582.534917,23.64069167
2396.25,93.447,2.266,7391.107259,24.46401914
2396.375,94.137,2.24,7252.748654,24.82946192
2396.5,94.529,2.227,7180.755112,25.03522342
2396.625,94.42,2.22,7166.447786,24.98144208
2396.75,93.695,2.223,7231.660174,24.60529193
2396.875,92.987,2.234,7322.778453,24.23087279
2397,92.265,2.245,7416.420094,23.8415275
2397.125,91.527,2.257,7516.18211,23.43548424
2397.25,91.332,2.274,7588.963343,23.32865159
2397.375,91.405,2.291,7639.590832,23.3721464
2397.5,91.454,2.3,7665.493035,23.40211765
2397.625,91.481,2.307,7686.553492,23.41973876
2397.75,91.6,2.314,7699.860262,23.48875885
2397.875,91.874,2.313,7673.579032,23.64360972
2398,92.314,2.305,7610.589943,23.88840416
2398.125,93.085,2.291,7501.711339,24.30858661
2398.25,93.482,2.266,7388.340001,24.52281558
2398.375,93.258,2.245,7337.450943,24.40614802
2398.5,92.759,2.239,7357.207387,24.14056758
2398.625,91.819,2.24,7435.846611,23.62812842
2398.75,91.057,2.249,7528.198821,23.20341189
2398.875,90.802,2.262,7592.978128,23.0609347
2399,90.658,2.272,7638.659578,22.98110945
2399.125,90.458,2.284,7695.982666,22.86872476
2399.25,90.317,2.304,7775.492986,22.78984363
2399.375,90.42,2.322,7827.312541,22.85180738
2399.5,90.732,2.328,7820.552837,23.03342572
2399.625,91.421,2.33,7768.280811,23.42609269
2399.75,92.081,2.327,7702.670475,23.79551655
2399.875,92.403,2.327,7675.828707,23.97466332
2400,92.598,2.331,7672.830947,24.08339884
2400.125,92.644,2.337,7688.76128,24.11088571
2400.25,92.25,2.346,7751.336585,23.89844178
2400.375,91.534,2.352,7831.948784,23.50438534
2400.5,90.495,2.355,7931.974142,22.91743229
2400.625,88.729,2.359,8103.587328,21.87824724
2400.75,87.26,2.369,8274.939262,20.97388588
2400.875,86.705,2.382,8373.607058,20.62371183
2401,86.513,2.392,8427.422468,20.50285717
2401.125,86.649,2.402,8449.371603,20.59273285
2401.25,86.779,2.414,8478.862398,20.67843436
2401.375,86.691,2.423,8519.112711,20.62457801
2401.5,86.474,2.427,8554.589819,20.48755226
2401.625,86.171,2.43,8595.281475,20.29377176
2401.75,86.076,2.433,8615.39105,20.23434263
2401.875,86.142,2.435,8615.866825,20.27980727
2402,86.21,2.434,8605.535321,20.32649056
2402.125,86.268,2.431,8589.15009,20.36660199
2402.25,86.309,2.428,8574.475431,20.395639
2402.375,86.341,2.425,8560.706964,20.41881989
2402.5,86.391,2.424,8552.22419,20.45362103
2402.625,86.447,2.424,8546.684095,20.49224912
2402.75,86.41,2.423,8546.816341,20.47081401
2402.875,86.358,2.422,8548.433266,20.43964868
2403,86.457,2.422,8538.644644,20.50607517
2403.125,87.361,2.423,8453.776857,21.08430059
2403.25,89.15,2.425,8290.970275,22.18337342
2403.375,90.657,2.426,8156.510804,23.0678231
2403.5,91.896,2.427,8049.856359,23.76846344
2403.625,92.555,2.426,7989.247474,24.13280771
2403.75,92.037,2.425,8030.900616,23.85144014
2403.875,91.211,2.424,8100.28615,23.39291489
2404,90.178,2.424,8193.075917,22.80394032
2404.125,88.09,2.425,8390.736747,21.55766028
2404.25,85.379,2.43,8675.013762,19.82399266
2405.25,90.392,2.338,7883.688822,22.95280144
2405.375,91.947,2.296,7611.1325,23.83429832
2405.5,92.789,2.277,7479.653838,24.29744953
2405.625,93.011,2.266,7425.753943,24.4196832
2405.75,92.683,2.261,7435.59013,24.24506087
2405.875,92.314,2.261,7465.31187,24.04640822
2406,91.91,2.261,7498.126428,23.82635077
2406.125,91.22,2.26,7551.501864,23.44301607
2406.25,90.411,2.257,7608.959087,22.98372982
2406.375,89.883,2.255,7646.87427,22.67921753
2406.5,89.502,2.255,7679.426158,22.45735553
2406.625,89.32,2.257,7701.898791,22.35182555
2406.75,89.433,2.26,7702.391735,22.42144355
2406.875,89.564,2.265,7708.141664,22.50149234
2407,89.634,2.269,7715.723944,22.54531044
2407.125,89.596,2.274,7736.006072,22.52537344
2407.25,89.551,2.28,7760.315351,22.50127389
2407.375,89.624,2.282,7760.796215,22.54687911
2407.5,89.805,2.28,7738.366461,22.65589751
2407.625,90.325,2.277,7683.69333,22.96147726
2407.75,91.098,2.267,7585.035895,23.40655367
2407.875,91.743,2.256,7495.163664,23.77123404
2408,92.393,2.248,7416.042341,24.13234913
2408.125,93.197,2.239,7322.630557,24.56980537
2408.25,93.736,2.229,7248.007169,24.85870057
2408.375,93.929,2.223,7213.644348,24.96277014
2408.5,94.031,2.222,7202.577873,25.01875236
2408.625,93.959,2.224,7214.585085,24.98355809
2408.75,93.668,2.235,7272.79327,24.83289037
2408.875,93.403,2.255,7358.692976,24.69486703
2409,93.159,2.275,7443.403214,24.56709308
2409.125,92.809,2.296,7540.441121,24.38121443
2409.25,92.24,2.326,7686.088465,24.07362577
2409.375,91.545,2.351,7827.678191,23.69080801
2409.5,90.602,2.363,7949.519878,23.15863462
2409.625,89.052,2.372,8118.690203,22.25140189
2409.75,87.808,2.382,8268.422012,21.49459262
2409.875,87.349,2.388,8332.807473,21.21006404
2410,87.16,2.389,8354.373566,21.09325633
2410.125,87.284,2.389,8342.504926,21.17405692
2410.25,87.808,2.386,8282.306851,21.50449415
2410.375,88.359,2.383,8220.310325,21.84660357
2410.5,88.937,2.382,8163.459528,22.19972139
2410.625,89.54,2.382,8108.483359,22.56199456
2410.75,89.676,2.383,8099.585173,22.64479765
2410.875,89.587,2.384,8111.033967,22.59476651
2411,89.58,2.385,8115.070328,22.59312149
2411.125,89.703,2.387,8110.738771,22.66818359
2411.25,89.67,2.392,8130.719304,22.6512304
2411.375,89.501,2.396,8159.694305,22.55385355
2411.5,89.311,2.397,8180.466012,22.44349945
2411.625,89,2.397,8209.051685,22.25997577
2411.75,88.551,2.394,8240.349629,21.99102148
2411.875,88.129,2.391,8269.432309,21.73522681
2412,87.688,2.389,8304.068972,21.46447139
2412.125,87.374,2.387,8326.934786,21.27029253
2412.25,87.716,2.383,8280.569109,21.48687397
2412.375,88.131,2.378,8224.284304,21.74637735
2412.5,88.257,2.374,8198.728713,21.82629808
2412.625,87.583,2.367,8237.461608,21.41128331
2412.75,86.483,2.352,8289.370165,20.714856
2412.875,85.923,2.334,8279.543312,20.35290017
2413,85.723,2.325,8266.859536,20.22376433
2413.125,85.978,2.321,8228.160692,20.3938759
2413.25,86.38,2.326,8207.510998,20.65813063
2413.375,86.609,2.336,8221.002436,20.80837181
2413.5,86.877,2.343,8220.200974,20.98254904
2413.625,87.595,2.345,8159.780809,21.43859254
2413.75,88.521,2.339,8053.763514,22.01250129
2413.875,88.975,2.327,7971.560551,22.28972983
2414,89.114,2.319,7931.763808,22.37563798
2414.125,88.791,2.315,7946.886509,22.18377687
2414.25,88.272,2.326,8031.593257,21.87024595
2414.375,88.019,2.353,8148.177098,21.71698459
2414.5,87.906,2.38,8252.26947,21.64954032
2414.625,88.058,2.405,8324.558814,21.7460272
2414.75,88.354,2.433,8393.263463,21.93041822
2414.875,88.512,2.444,8416.160521,22.02938172
2415,88.605,2.444,8407.3269,22.08845542
2415.125,88.578,2.441,8399.566484,22.07452762
2415.25,88.448,2.434,8387.789436,21.99780728
2415.375,88.371,2.427,8370.954272,21.95323959
2415.5,88.334,2.424,8364.10895,21.93307741
2415.625,88.443,2.422,8346.908178,22.00220981
2415.75,88.788,2.423,8317.907825,22.21430182
2415.875,89.181,2.428,8298.341575,22.45309576
2416,89.637,2.433,8273.128284,22.72653587
2416.125,90.12,2.439,8249.081225,23.01229406
2416.25,89.982,2.451,8302.380476,22.93424833
2416.375,89.374,2.463,8399.785172,22.57816747
2416.5,88.615,2.47,8495.807707,22.12437102
2416.625,88.028,2.475,8569.773254,21.76720753
2416.75,88.381,2.476,8538.993675,21.98668907
2416.875,89.051,2.469,8450.788874,22.39514382
2417,89.693,2.463,8369.910695,22.77954422
2417.125,89.832,2.457,8336.601656,22.86383184
2417.625,85.447,2.457,8764.42239,20.13182113
2417.75,86.161,2.452,8674.105454,20.60460545
2417.875,87.972,2.443,8464.356841,21.75740366
2418,90.442,2.436,8209.601734,23.23658275
2418.125,94.095,2.429,7868.209788,25.24698011
2418.25,96.672,2.424,7642.701092,26.55276797
2418.625,96.344,2.428,7681.375073,26.3993689
2418.75,94.059,2.431,7877.702293,25.2408026
2418.875,91.903,2.431,8062.509385,24.08118571
2419,89.679,2.429,8255.658515,22.81124622
2419.125,87.601,2.424,8434.095501,21.55138134
2419.25,87.904,2.413,8366.882053,21.74258588
2419.375,89.75,2.4,8150.640669,22.8605854
2419.5,92.332,2.395,7906.208032,24.33044098
2419.625,96.007,2.394,7600.395804,26.25283916
2420.5,96.59,2.436,7687.056631,26.55855795
2420.625,94.196,2.444,7908.310332,25.3504201
2420.75,92.373,2.45,8084.180442,24.37812269
2420.875,92.285,2.445,8075.375196,24.33236568
2421,93.31,2.436,7957.269317,24.89017807
2421.125,96.37,2.425,7669.814258,26.46318664
2429.625,91.007,2.454,8218.919424,23.79397722
2429.75,89.91,2.463,8349.70971,23.1623976
2429.875,90.484,2.463,8296.741965,23.49909442
2430,91.614,2.459,8181.098959,24.14425818
2430.125,93.539,2.454,7996.442126,25.19708119
2430.25,95.139,2.448,7842.739571,26.03235884
2430.375,95.895,2.445,7771.374941,26.41633159
2430.5,96.533,2.445,7720.012845,26.73497947
2431.375,96.382,2.437,7706.808325,26.67853876
2431.5,95.615,2.439,7775.006014,26.29890721
2431.625,95.416,2.439,7791.221598,26.20104189
2431.75,96.338,2.432,7694.508917,26.6644912
2438.125,95.133,2.376,7612.55085,26.18997122
2438.25,91.454,2.392,7972.112756,24.220973
2438.375,91.446,2.392,7972.810183,24.21899461
2438.5,92.553,2.386,7857.690188,24.83553574
2438.625,93.82,2.381,7735.331486,25.5186855
2438.75,92.854,2.386,7832.218321,25.00440365
2438.875,90.629,2.396,8058.135917,23.76386029
2439,88.085,2.396,8290.864506,22.24820934
2439.125,86.138,2.387,8446.418538,21.01259896
2439.25,87.028,2.359,8261.975456,21.58963828
2439.375,88.88,2.333,8000.657066,22.74183376
2439.5,90.803,2.326,7807.724414,23.87642661
2439.625,92.572,2.33,7671.693385,24.86872645
2439.75,93.14,2.355,7706.721065,25.17912767
2439.875,93.232,2.39,7813.540415,25.23109246
2440,93.442,2.413,7871.004473,25.3459974
2440.125,93.816,2.431,7898.106933,25.54710243
2440.75,90.71,2.476,8319.753059,23.84826471
2440.875,91.337,2.475,8259.303459,24.20804072
2441,92.48,2.471,8144.039792,24.84629921
2441.125,95.094,2.465,7900.940122,26.23135176
2461.875,96.592,2.428,7661.653139,27.40848215
2462,93.892,2.436,7907.945299,26.03383942
2462.125,90.605,2.441,8211.652779,24.22008044
2462.25,89.487,2.439,8307.432364,23.56662064
2462.375,90.634,2.426,8158.580665,24.2418978
2462.5,92.968,2.411,7904.577919,25.54967664
2474.375,96.646,2.388,7531.221158,27.69320887
2474.5,95.938,2.395,7609.039171,27.34405183
2474.625,95.703,2.4,7643.647535,27.22844104
2474.75,96.087,2.404,7625.789129,27.42377907
2474.875,96.462,2.401,7586.664179,27.61275473
2475,96.764,2.397,7550.386507,27.76413856
2477.75,95.757,2.392,7613.872615,27.3201817
2477.875,94.169,2.401,7771.398231,26.50557812
2478,93,2.406,7885.470968,25.88420339
2478.125,92.915,2.408,7899.245547,25.84063139
2478.25,94.248,2.405,7777.820219,26.55476139
2478.375,95.499,2.394,7640.825558,27.20262635
2478.5,96.661,2.386,7523.745875,27.78595367
2479.25,96.197,2.349,7442.801751,27.57166888
2479.375,94.255,2.343,7576.748183,26.581582
2479.5,92.217,2.343,7744.194671,25.48589226
2479.625,89.738,2.348,7975.109764,24.0679217
2479.75,88.349,2.36,8141.891815,23.23074683
2479.875,87.995,2.374,8223.139951,23.01395445
2480,87.821,2.382,8267.198051,22.90786665
2480.125,87.841,2.39,8293.074988,22.9229037
2480.25,88.306,2.396,8270.115281,23.21433966
2480.375,89.075,2.396,8198.717934,23.68640645
2480.5,90.267,2.393,8080.321712,24.39705834
2480.625,92.411,2.388,7876.361039,25.61609023
2480.75,94.055,2.38,7712.763808,26.50472212
2480.875,94.454,2.375,7664.048108,26.71654544
2481,94.348,2.372,7662.966889,26.66374487
2481.125,93.657,2.371,7716.24972,26.30148392
2481.25,92.94,2.371,7775.777921,25.91830333
2481.375,92.456,2.374,7826.373626,25.65623521
2481.5,91.66,2.376,7900.990617,25.21595675
2481.625,89.419,2.379,8109.229582,23.91856779
2481.75,86.558,2.382,8387.827815,22.1382873
2481.875,84.837,2.385,8568.761272,20.99550962
2482,83.585,2.386,8700.757313,20.12761779
2482.75,83.712,2.345,8538.274083,20.23234129
2482.875,84.585,2.332,8403.305551,20.84290191
2483,85.66,2.322,8262.264768,21.57295665
2483.125,87.558,2.311,8044.870828,22.80577254
2483.25,89.435,2.294,7818.093588,23.96115245
2483.375,90.432,2.278,7677.972399,24.5518192
2483.5,91.116,2.269,7590.227841,24.94857643
2483.625,91.582,2.261,7524.980891,25.21549308
2483.75,91.561,2.258,7516.720001,25.2062084
2483.875,91.136,2.264,7571.839888,24.96765153
2484,90.308,2.274,7675.014395,24.49229068
2484.125,88.475,2.286,7875.363662,23.39688919
2484.25,86.708,2.301,8088.582368,22.2857812
2484.375,86.101,2.306,8163.305885,21.89251414
2484.5,86.144,2.302,8145.078009,21.92329555
2484.625,87.117,2.295,8029.615345,22.55614546
2484.75,88.256,2.286,7894.905729,23.27454806
2484.875,88.809,2.282,7832.017025,23.61639394
2485,89.182,2.282,7799.25994,23.84483453
2485.125,89.584,2.284,7771.066262,24.08821488
2485.25,89.935,2.287,7750.904542,24.29884806
2485.375,90.091,2.289,7744.249703,24.39322911
2485.5,90.151,2.29,7742.476512,24.43099183
2485.625,90.087,2.29,7747.976956,24.39597253
2485.75,89.857,2.29,7767.808852,24.26296073
2485.875,89.288,2.294,7830.964967,23.92638539
2486,88.089,2.302,7965.23516,23.19634213
2486.125,85.077,2.316,8297.387073,21.24386693
2487.125,84.564,2.387,8603.632752,20.91349223
2487.25,86.511,2.375,8367.722024,22.21853185
2487.375,87.754,2.375,8249.196618,23.01499909
2487.5,88.881,2.38,8161.744355,23.71347778
2487.625,89.797,2.388,8105.642727,24.26563281
2487.75,89.606,2.392,8136.526572,24.15473231
2487.875,88.983,2.383,8162.664779,23.78299791
2488,88.731,2.367,8130.885485,23.63227387
2488.125,90.016,2.348,7950.479915,24.40515887
2488.25,92.3,2.32,7661.27844,25.71113344
2488.375,93.332,2.304,7524.313204,26.27659105
2488.5,93.106,2.303,7539.303589,26.15722546
2488.625,90.188,2.309,7803.512662,24.51638952
2488.75,86.009,2.326,8242.914114,21.91992976
2488.875,83.473,2.344,8559.0694,20.18519315
2489.625,83.131,2.413,8847.269971,19.95568684
2489.75,86.445,2.43,8568.03748,22.22597092
2489.875,86.413,2.438,8599.428327,22.20762976
2490,84.64,2.44,8786.767486,21.02334071
2490.5,85.924,2.427,8609.347796,21.89899942
2490.625,89.455,2.417,8235.443519,24.12313361
2490.75,91.186,2.406,8042.339833,25.13674299
2490.875,91.103,2.404,8042.975533,25.09191561
2491,90.16,2.41,8147.382431,24.54842475
2491.125,87.475,2.416,8418.368677,22.91510635
2491.25,84.529,2.419,8722.582782,20.97201346
2491.375,83.22,2.404,8804.844989,20.05444977
2491.625,84.146,2.355,8530.458964,20.71402117
2491.75,86.202,2.317,8192.635902,22.107377
2491.875,87.405,2.288,7978.747211,22.8859514
2492,88.406,2.278,7853.928466,23.51417144
2492.125,90.034,2.273,7694.986338,24.49733202
2492.25,92.048,2.273,7526.620893,25.65333656
2492.375,93.375,2.28,7442.506024,26.3820593
2492.5,94.245,2.29,7406.143562,26.84688409
2492.625,93.851,2.305,7485.951135,26.64144847
2492.75,91.682,2.332,7752.815165,25.45867789
2492.875,89.56,2.356,8018.18669,24.23169848
2493,87.568,2.366,8235.391924,23.01184025
2493.125,85.805,2.367,8408.153371,21.87298333
2493.25,85.559,2.358,8400.266483,21.71155058
2493.375,86.143,2.344,8293.781271,22.10137952
2493.5,86.83,2.338,8207.098929,22.55120861
2493.625,87.132,2.337,8175.154937,22.74758449
2493.75,86.218,2.353,8318.383632,22.15820939
2493.875,84.911,2.38,8543.345385,21.28654022
2494,83.447,2.4,8766.28279,20.26902112
2494.375,83.009,2.38,8739.100579,19.96256863
2494.5,84.98,2.352,8435.980231,21.34608906
2494.625,88.541,2.323,7996.864729,23.65054319
2494.75,91.512,2.286,7614.004721,25.40379949
2494.875,92.496,2.26,7447.327452,25.95535761
2495,92.663,2.251,7404.301609,26.04965703
2495.125,92.014,2.246,7439.963484,25.69340714
2495.25,91.334,2.247,7498.69271,25.31315777
2495.375,91.128,2.253,7535.712405,25.19833688
2495.5,91.041,2.258,7559.653343,25.15112317
2495.625,90.819,2.262,7591.556833,25.02613044
2495.75,90.354,2.27,7657.613387,24.7589719
2495.875,89.82,2.281,7740.467602,24.4474711
2496,89.07,2.29,7836.443247,24.00096338
2496.125,87.489,2.301,8016.376916,23.02523662
2496.25,85.571,2.323,8274.420072,21.77997857
2496.375,84.333,2.35,8493.472306,20.9392429
2496.5,83.436,2.367,8646.886236,20.31115642
2496.625,83.173,2.38,8721.868876,20.12553579
2496.75,83.838,2.39,8689.043155,20.60085575
2496.875,84.483,2.393,8633.528639,21.05309553
2497,84.966,2.395,8591.624885,21.38680823
2497.125,85.167,2.398,8582.08461,21.52577086
2497.25,85.169,2.406,8610.513215,21.52963964
2497.375,85.433,2.412,8605.311765,21.7101475
2497.5,86.133,2.414,8542.454112,22.17802919
2497.625,88.14,2.411,8337.562968,23.46384032
2497.75,91.272,2.398,8008.046279,25.3291511
2497.875,94.256,2.375,7680.147683,26.96370606
2500.375,94.605,2.311,7445.619153,27.19794492
2500.5,88.575,2.332,8024.765453,23.79093839
2500.625,83.277,2.348,8593.854245,20.280088
2501.125,83.748,2.375,8643.788508,20.62505319
2501.25,86.044,2.375,8413.137465,22.19510844
2501.375,87.564,2.371,8253.172537,23.17915559
2501.5,88.931,2.366,8109.17228,24.02875126
2501.625,90.575,2.359,7938.428926,25.00786345
2501.75,91.799,2.349,7799.379078,25.70922151
2501.875,92.267,2.338,7723.480768,25.97286911
2502,92.385,2.332,7693.820425,26.04074879
2502.125,91.917,2.328,7719.729756,25.7830735
2502.25,91.002,2.332,7810.747017,25.26713075
2502.375,90.214,2.344,7919.515818,24.81258324
2502.5,89.392,2.355,8029.846071,24.32754152
2502.625,88.253,2.364,8164.563244,23.6356236
2502.75,87.359,2.375,8286.495953,23.07717074
2502.875,87.096,2.385,8346.514191,22.91192562
2503,87.167,2.392,8364.192871,22.95988093
2503.125,87.454,2.399,8361.140714,23.14507985
2503.25,86.804,2.409,8458.863647,22.7317513
2503.375,85.104,2.413,8642.16018,21.60892839
2504,86.98,2.393,8385.679467,22.86033076
2505.375,91.597,2.316,7706.767689,25.67001982
2505.5,88.849,2.316,7945.129377,24.06043442
2505.625,85.994,2.316,8208.907598,22.25051263
2505.75,84.452,2.316,8358.793161,21.21002318
2505.875,84.276,2.316,8376.249466,21.09045028
2506,84.668,2.315,8333.868758,21.3640243
2506.125,86.1,2.312,8184.641115,22.33061478
2506.25,87.916,2.297,7963.574321,23.4995669
2506.375,89.002,2.274,7787.636233,24.17133745
2506.5,89.803,2.255,7653.686402,24.6545643
2506.625,90.459,2.239,7544.270885,25.04287829
2506.75,90.884,2.225,7462.039523,25.29165195
2506.875,91.139,2.223,7434.472619,25.44056989
2507,91.307,2.229,7440.822719,25.53900121
2507.125,91.031,2.239,7496.865903,25.38384627
2507.25,89.949,2.258,7651.429143,24.75638465
2507.375,88.746,2.277,7820.4043,24.03583175
2507.5,87.48,2.29,7978.875171,23.25044923
2507.625,86.036,2.301,8151.759728,22.31873473
2507.75,85.249,2.316,8280.646107,21.79536991
2507.875,85.131,2.324,8320.766818,21.71799271
2508,85.262,2.324,8307.982454,21.80920268
2508.125,85.781,2.322,8250.610275,22.15977121
2508.25,86.357,2.318,8181.460681,22.54246101
2508.375,86.544,2.321,8174.348308,22.66705712
2508.5,86.427,2.33,8217.154361,22.59329698
2508.625,85.709,2.343,8332.22182,22.12191289
2508.75,84.864,2.366,8497.794118,21.55381848
2508.875,84.514,2.387,8608.722815,21.31580018
2509,84.469,2.396,8645.784844,21.28721048
2509.125,84.957,2.4,8610.473534,21.62488134
2509.25,85.782,2.4,8527.663146,22.18319324
2509.375,86.477,2.396,8445.029314,22.64367367
2509.5,87.434,2.389,8328.192694,23.26194933
2509.625,89.965,2.378,8056.626466,24.81449676
2509.75,93.979,2.353,7631.432554,27.06331991
2510.5,96.781,2.381,7498.670194,28.5101046
2510.625,89.371,2.4,8185.205492,24.48103018
2510.75,84.115,2.417,8758.266659,21.07625784
2510.875,83.28,2.421,8860.720461,20.48763454
2511,84.502,2.416,8714.548768,21.35032555
2511.125,88.864,2.407,8255.914656,24.18444175
2512.5,94.931,2.265,7272.355711,27.61853987
2512.625,90.772,2.264,7602.203323,25.34772475
2512.75,89.036,2.268,7764.122377,24.32225317
