epoch,train_total,train_data,train_physics,val_total,val_data,val_physics,lr
85,8.604407062133154,8.269047480253946,11.622645011969976,0.843279344694955,0.5701087230727786,3.301814942132859,0.0005
86,8.666128472203301,8.343501995007196,11.56976844583239,0.6408457571551913,0.22136862629226275,4.416139892169407,0.0005
87,8.28138384506816,7.955989034402938,11.209938695033392,0.7203774693466368,0.27203618699596044,4.755449062301999,0.0005
88,8.611299182687487,8.266118947948728,11.717923096248082,0.8575963292803083,0.6005408586490721,3.17109561534155,0.0005
89,8.485204373087202,8.177862463962464,11.25128303823017,0.7196788284040633,0.19011472910642624,5.485755659285045,0.0005
90,8.472383296205884,8.140800283068703,11.456632425387701,0.6899309427965254,0.3261753735797746,3.963731112934294,0.0005
91,8.251685199283418,7.909555727527255,11.330852040222712,0.7137535178945178,0.16186344020423435,5.6807641472135275,0.0005
92,8.303956285828637,7.957477766843069,11.422264598664784,0.9331710650807336,0.7142050621055421,2.9038651500429427,0.0005
93,8.461313595374426,8.130539495320548,11.4382822286515,0.6518177496535438,0.24944054903019042,4.2732125123341875,0.00025
94,8.374307378416969,8.04456277120681,11.342010236921764,0.6523780013833728,0.2605582573229358,4.178755743162973,0.00025
95,8.445689079307375,8.124131707918076,11.339707354704538,0.6443141443388802,0.15326087700114363,5.063793500264485,0.00025
96,8.158392628033956,7.803888423102243,11.348932297456832,0.9208921165693373,0.6338073157128834,3.5046554065885998,0.00025
97,8.509904268242064,8.177697204408192,11.499769127085095,0.6384371426843461,0.24443721771240234,4.184436417761303,0.00025
98,8.215200760534831,7.858214193866367,11.428081864402408,0.8863364599999928,0.6552621239707583,2.966005558059329,0.00025
99,8.642099626007534,8.309572557608286,11.634845139015288,0.6365337946585247,0.1997188248095058,4.567868465468997,0.00025
100,7.9192435173761275,7.574000425281978,11.026432688747134,0.7421032587687174,0.4190256404025214,3.6498018446422757,0.00025
